scenario_id,selection_path_id,resistance_repeat,random_seed,source_category,failed_lines_W1,failed_lines_W2,failed_lines_W3,closed_roads_W1,closed_roads_W2,closed_roads_W3,slowdown_max_W1,slowdown_max_W2,slowdown_max_W3,line_recovery_violation_count,road_recovery_violation_count,slowdown_recovery_violation_count,line_persistence_pass,road_persistence_pass,slowdown_persistence_pass
410,21,10,20281727,observed_candidate,2,16,23,0,4,15,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
411,21,11,20281728,observed_candidate,0,4,16,0,3,15,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
412,21,12,20281729,observed_candidate,0,7,17,0,4,12,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
413,21,13,20281730,observed_candidate,0,10,21,0,7,17,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
414,21,14,20281731,observed_candidate,0,4,17,0,2,14,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
415,21,15,20281732,observed_candidate,0,5,15,0,8,20,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
416,21,16,20281733,observed_candidate,1,4,16,0,3,16,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
417,21,17,20281734,observed_candidate,1,11,21,0,3,8,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
418,21,18,20281735,observed_candidate,1,5,19,0,5,17,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
419,21,19,20281736,observed_candidate,0,8,19,0,3,14,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
420,21,20,20281737,observed_candidate,1,10,20,0,5,12,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
421,22,1,20282718,observed_candidate,30,30,30,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
422,22,2,20282719,observed_candidate,30,31,31,26,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
423,22,3,20282720,observed_candidate,30,30,30,28,28,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
424,22,4,20282721,observed_candidate,30,30,30,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
425,22,5,20282722,observed_candidate,28,29,29,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
426,22,6,20282723,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
427,22,7,20282724,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
428,22,8,20282725,observed_candidate,29,29,29,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
429,22,9,20282726,observed_candidate,28,28,28,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
430,22,10,20282727,observed_candidate,32,32,32,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
431,22,11,20282728,observed_candidate,29,29,29,26,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
432,22,12,20282729,observed_candidate,29,29,29,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
433,22,13,20282730,observed_candidate,30,30,30,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
434,22,14,20282731,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
435,22,15,20282732,observed_candidate,31,31,31,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
436,22,16,20282733,observed_candidate,29,29,29,27,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
437,22,17,20282734,observed_candidate,29,29,29,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
438,22,18,20282735,observed_candidate,28,29,29,29,30,30,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
439,22,19,20282736,observed_candidate,28,28,28,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
440,22,20,20282737,observed_candidate,31,31,31,26,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
441,23,1,20283718,unobserved_candidate,0,2,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
442,23,2,20283719,unobserved_candidate,0,0,15,0,0,12,0,0,0.802127842155619,0,0,0,1,1,1
443,23,3,20283720,unobserved_candidate,0,0,15,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
444,23,4,20283721,unobserved_candidate,0,0,16,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
445,23,5,20283722,unobserved_candidate,0,1,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
446,23,6,20283723,unobserved_candidate,0,1,17,0,0,11,0,0,0.802127842155619,0,0,0,1,1,1
447,23,7,20283724,unobserved_candidate,0,1,18,0,0,9,0,0,0.802127842155619,0,0,0,1,1,1
448,23,8,20283725,unobserved_candidate,0,1,18,0,0,16,0,0,0.802127842155619,0,0,0,1,1,1
449,23,9,20283726,unobserved_candidate,0,0,16,0,0,11,0,0,0.802127842155619,0,0,0,1,1,1
450,23,10,20283727,unobserved_candidate,0,0,18,0,0,14,0,0,0.802127842155619,0,0,0,1,1,1
451,23,11,20283728,unobserved_candidate,0,1,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
452,23,12,20283729,unobserved_candidate,0,0,14,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
453,23,13,20283730,unobserved_candidate,0,0,19,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
454,23,14,20283731,unobserved_candidate,0,1,17,0,0,9,0,0,0.802127842155619,0,0,0,1,1,1
455,23,15,20283732,unobserved_candidate,0,2,15,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
456,23,16,20283733,unobserved_candidate,0,1,20,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
457,23,17,20283734,unobserved_candidate,0,2,15,0,0,15,0,0,0.802127842155619,0,0,0,1,1,1
458,23,18,20283735,unobserved_candidate,0,0,18,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
459,23,19,20283736,unobserved_candidate,0,0,17,0,0,14,0,0,0.802127842155619,0,0,0,1,1,1
460,23,20,20283737,unobserved_candidate,0,0,19,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
461,24,1,20284718,unobserved_candidate,28,28,28,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
462,24,2,20284719,unobserved_candidate,30,30,30,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
463,24,3,20284720,unobserved_candidate,30,30,30,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
464,24,4,20284721,unobserved_candidate,30,30,30,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
465,24,5,20284722,unobserved_candidate,30,30,30,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
466,24,6,20284723,unobserved_candidate,27,27,27,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
467,24,7,20284724,unobserved_candidate,29,29,29,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
468,24,8,20284725,unobserved_candidate,26,26,26,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
469,24,9,20284726,unobserved_candidate,27,27,27,26,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
470,24,10,20284727,unobserved_candidate,28,28,28,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
471,24,11,20284728,unobserved_candidate,27,27,27,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
472,24,12,20284729,unobserved_candidate,30,30,30,27,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
473,24,13,20284730,unobserved_candidate,31,31,31,26,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
474,24,14,20284731,unobserved_candidate,31,31,31,26,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
475,24,15,20284732,unobserved_candidate,29,29,29,27,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
476,24,16,20284733,unobserved_candidate,28,28,28,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
477,24,17,20284734,unobserved_candidate,26,26,26,29,29,29,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
478,24,18,20284735,unobserved_candidate,28,28,28,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
479,24,19,20284736,unobserved_candidate,29,29,29,30,30,30,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
480,24,20,20284737,unobserved_candidate,27,27,27,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
481,25,1,20285718,main_ordinary,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1
482,25,2,20285719,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
483,25,3,20285720,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
484,25,4,20285721,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
485,25,5,20285722,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
486,25,6,20285723,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
487,25,7,20285724,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
488,25,8,20285725,main_ordinary,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
489,25,9,20285726,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
490,25,10,20285727,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
491,25,11,20285728,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
492,25,12,20285729,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
493,25,13,20285730,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
494,25,14,20285731,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
495,25,15,20285732,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
496,25,16,20285733,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
497,25,17,20285734,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
498,25,18,20285735,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
499,25,19,20285736,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
500,25,20,20285737,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
501,26,1,20286718,main_ordinary,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
502,26,2,20286719,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
503,26,3,20286720,main_ordinary,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
504,26,4,20286721,main_ordinary,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1
505,26,5,20286722,main_ordinary,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
506,26,6,20286723,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
507,26,7,20286724,main_ordinary,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1
508,26,8,20286725,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
509,26,9,20286726,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
510,26,10,20286727,main_ordinary,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1
511,26,11,20286728,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
512,26,12,20286729,main_ordinary,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
513,26,13,20286730,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
514,26,14,20286731,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
515,26,15,20286732,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
516,26,16,20286733,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
517,26,17,20286734,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
518,26,18,20286735,main_ordinary,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
519,26,19,20286736,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
520,26,20,20286737,main_ordinary,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
521,27,1,20287718,observed_candidate,4,27,31,2,23,28,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
522,27,2,20287719,observed_candidate,8,28,32,1,25,31,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
523,27,3,20287720,observed_candidate,6,25,32,1,20,25,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
524,27,4,20287721,observed_candidate,5,26,32,1,25,34,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
525,27,5,20287722,observed_candidate,5,28,31,3,23,27,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
526,27,6,20287723,observed_candidate,5,29,31,0,23,28,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
527,27,7,20287724,observed_candidate,10,29,32,1,22,28,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
528,27,8,20287725,observed_candidate,4,25,31,2,23,27,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
529,27,9,20287726,observed_candidate,7,29,31,1,22,27,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
530,27,10,20287727,observed_candidate,9,26,31,1,25,30,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
531,27,11,20287728,observed_candidate,3,26,32,1,26,32,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
532,27,12,20287729,observed_candidate,5,28,32,2,26,31,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
533,27,13,20287730,observed_candidate,5,27,32,2,25,33,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
534,27,14,20287731,observed_candidate,7,26,31,2,17,26,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
535,27,15,20287732,observed_candidate,7,28,31,1,24,30,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
536,27,16,20287733,observed_candidate,6,26,32,2,21,31,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
537,27,17,20287734,observed_candidate,6,27,32,4,26,30,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
538,27,18,20287735,observed_candidate,6,26,32,0,24,30,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
539,27,19,20287736,observed_candidate,9,27,31,0,25,31,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
540,27,20,20287737,observed_candidate,4,25,31,3,25,33,0.132897509687845,0.791783408708685,0.791783408708685,0,0,0,1,1,1
541,28,1,20288718,observed_candidate,28,28,32,29,29,29,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
542,28,2,20288719,observed_candidate,30,30,31,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
543,28,3,20288720,observed_candidate,26,26,31,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
544,28,4,20288721,observed_candidate,28,28,32,29,29,31,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
545,28,5,20288722,observed_candidate,27,27,30,23,23,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
546,28,6,20288723,observed_candidate,30,30,32,22,22,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
547,28,7,20288724,observed_candidate,28,28,32,27,27,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
548,28,8,20288725,observed_candidate,29,29,31,23,23,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
549,28,9,20288726,observed_candidate,26,26,31,22,22,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
550,28,10,20288727,observed_candidate,25,25,32,24,24,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
551,28,11,20288728,observed_candidate,28,28,32,23,23,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
552,28,12,20288729,observed_candidate,28,28,30,25,25,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
553,28,13,20288730,observed_candidate,27,27,31,21,21,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
554,28,14,20288731,observed_candidate,31,31,32,23,23,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
555,28,15,20288732,observed_candidate,29,29,32,21,21,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
556,28,16,20288733,observed_candidate,26,26,31,19,19,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
557,28,17,20288734,observed_candidate,25,25,30,16,16,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
558,28,18,20288735,observed_candidate,25,25,30,21,21,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
559,28,19,20288736,observed_candidate,27,27,31,26,26,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
560,28,20,20288737,observed_candidate,28,28,31,22,22,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
561,29,1,20289718,unobserved_candidate,8,8,16,3,4,9,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
562,29,2,20289719,unobserved_candidate,7,8,16,4,4,10,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
563,29,3,20289720,unobserved_candidate,7,8,14,3,5,7,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
564,29,4,20289721,unobserved_candidate,11,12,16,4,4,7,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
565,29,5,20289722,unobserved_candidate,11,11,16,6,6,11,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
566,29,6,20289723,unobserved_candidate,9,9,14,4,4,10,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
567,29,7,20289724,unobserved_candidate,8,10,18,2,2,7,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
568,29,8,20289725,unobserved_candidate,13,16,19,4,4,8,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
569,29,9,20289726,unobserved_candidate,7,8,15,2,2,9,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
570,29,10,20289727,unobserved_candidate,2,4,12,7,8,12,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
571,29,11,20289728,unobserved_candidate,6,7,13,3,3,8,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
572,29,12,20289729,unobserved_candidate,8,10,14,5,6,13,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
573,29,13,20289730,unobserved_candidate,6,6,12,4,4,7,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
574,29,14,20289731,unobserved_candidate,6,6,11,4,4,9,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
575,29,15,20289732,unobserved_candidate,10,13,16,5,5,8,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
576,29,16,20289733,unobserved_candidate,11,13,18,1,2,4,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
577,29,17,20289734,unobserved_candidate,9,10,14,3,5,6,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
578,29,18,20289735,unobserved_candidate,7,8,14,2,3,6,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
579,29,19,20289736,unobserved_candidate,8,8,13,5,6,12,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
580,29,20,20289737,unobserved_candidate,11,13,17,6,6,12,0.172248998337743,0.172248998337743,0.62000296120522,0,0,0,1,1,1
581,30,1,20290718,unobserved_candidate,26,32,32,25,30,30,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
582,30,2,20290719,unobserved_candidate,29,32,32,22,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
583,30,3,20290720,unobserved_candidate,30,32,32,22,31,31,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
584,30,4,20290721,unobserved_candidate,27,32,32,19,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
585,30,5,20290722,unobserved_candidate,27,32,32,26,32,32,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
586,30,6,20290723,unobserved_candidate,29,32,32,23,32,32,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
587,30,7,20290724,unobserved_candidate,28,32,32,25,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
588,30,8,20290725,unobserved_candidate,25,32,32,20,28,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
589,30,9,20290726,unobserved_candidate,26,32,32,22,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
590,30,10,20290727,unobserved_candidate,26,32,32,24,35,35,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
591,30,11,20290728,unobserved_candidate,28,32,32,21,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
592,30,12,20290729,unobserved_candidate,26,32,32,19,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
593,30,13,20290730,unobserved_candidate,29,32,32,25,31,31,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
594,30,14,20290731,unobserved_candidate,29,32,32,25,30,30,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
595,30,15,20290732,unobserved_candidate,27,32,32,27,32,32,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
596,30,16,20290733,unobserved_candidate,27,32,32,22,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
597,30,17,20290734,unobserved_candidate,29,32,32,19,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
598,30,18,20290735,unobserved_candidate,27,32,32,25,29,29,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
599,30,19,20290736,unobserved_candidate,29,32,32,25,32,32,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
600,30,20,20290737,unobserved_candidate,29,32,32,24,31,31,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
