scope,a0,loc0,lfw0,candidate_source,path_count,theoretical_probability_mass,raw_D_mean_contribution_kg,raw_full_loss_probability_contribution,raw_A0_probability_contribution,raw_road_disconnection_probability_contribution,raw_joint_damage_probability_contribution,probability_renormalized,aggregation_definition,interpretation
initial_state,2,1,0,observed_candidate,6,1.21774685936119e-06,0.00049911466313738,0,3.78521981160665e-07,1.15212012235548e-06,1.21455997713652e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,1,0,unobserved_candidate,29,5.21325e-11,2.95166283839293e-08,6.230496e-12,3.32307779323232e-11,5.21321512e-11,5.21325e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,1,0,all_candidates,35,1.21779899186119e-06,0.000499144179765764,6.230496e-12,3.78555211938597e-07,1.15217225450668e-06,1.21461210963652e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,2,0,observed_candidate,9,4.02979580873798e-07,9.8056071357899e-05,6.75919999999998e-11,5.63306270992069e-08,3.14993071157426e-07,4.02843284921798e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,2,0,unobserved_candidate,24,7.1189268e-11,4.02112173489895e-08,1.06235624e-11,4.4636281389899e-11,7.1189268e-11,7.1189268e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,2,0,all_candidates,33,4.03050770141798e-07,9.8096282575248e-05,7.82155623999998e-11,5.63752633805968e-08,3.15064260425426e-07,4.02914474189798e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,3,0,observed_candidate,2,5.80636056e-09,2.347722559964e-06,0,1.42975923066667e-09,5.693894976e-09,5.80636056e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,3,0,unobserved_candidate,19,4.20504253333333e-11,2.38926848958169e-08,5.76881846666667e-12,2.63627438170034e-11,4.20504253333333e-11,4.20504253333333e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,3,0,all_candidates,21,5.84841098533333e-09,2.37161524485981e-06,5.76881846666667e-12,1.45612197448367e-09,5.73594540133333e-09,5.84841098533333e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,4,0,observed_candidate,8,2.69195347666562e-06,0.000957534285449127,1.0189795e-09,9.82556632721387e-07,2.68180560148594e-06,2.69120503666562e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,4,0,unobserved_candidate,12,2.05107584e-11,1.15129827280037e-08,3.64223488e-12,1.29997992387879e-11,2.05105584e-11,2.05107584e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,4,0,all_candidates,20,2.69197398742403e-06,0.000957545798431855,1.02262173488e-09,9.82569632520625e-07,2.68182611204434e-06,2.69122554742402e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,5,0,observed_candidate,2,5.63869164375e-08,2.07641206896096e-05,0,1.61763676359375e-08,5.62714428375e-08,5.63869164375e-08,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,5,0,unobserved_candidate,31,1.91538208e-11,1.07556430588877e-08,3.39929128e-12,1.15688977084848e-11,1.91523648e-11,1.91536768e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,5,0,all_candidates,33,5.64060702583e-08,2.07748763326685e-05,3.39929128e-12,1.6187936533646e-08,5.62905952023e-08,5.64060701143e-08,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,6,0,observed_candidate,6,1.45411860525096e-06,0.000391587268947767,0,2.16227267392506e-07,1.21176994519188e-06,1.45285707359307e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,6,0,unobserved_candidate,47,1.21527693333333e-11,6.80168988004619e-09,3.09744186666667e-12,7.1414736213468e-12,1.21492152666667e-11,1.21517577333333e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,6,0,all_candidates,53,1.45413075802029e-06,0.000391594070637648,3.09744186666667e-12,2.16234408866127e-07,1.21178209440715e-06,1.4528692253508e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,7,0,observed_candidate,7,7.02313146802485e-07,0.000247134952396236,0,1.75096313655531e-07,6.32511977053422e-07,6.98897608073685e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,7,0,unobserved_candidate,32,4.0679136e-12,2.26158860239479e-09,8.1676528e-13,2.36441985858586e-12,4.0673312e-12,4.0679136e-12,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,2,7,0,all_candidates,39,7.02317214716085e-07,0.000247137213984839,8.1676528e-13,1.75098678075389e-07,6.32516044384622e-07,6.98901675987285e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,1,0,observed_candidate,6,4.14976889275e-07,0.000181431314243221,2.364165024375e-08,2.37259375213785e-07,4.14972735775e-07,4.14976889275e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,1,0,unobserved_candidate,28,5.9678568e-11,3.56665187706407e-08,3.54310346e-11,4.8093006510101e-11,5.9677708e-11,5.9678568e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,1,0,all_candidates,34,4.15036567843e-07,0.000181466980761992,2.367708127835e-08,2.37307468220295e-07,4.15032413483e-07,4.15036567843e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,2,0,observed_candidate,8,7.34622315778829e-07,0.000283685494035513,1.54412449767442e-08,2.61875457612423e-07,7.33855453081154e-07,7.34622315778829e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,2,0,unobserved_candidate,28,8.4469672e-11,5.02742024866487e-08,3.69160268e-11,6.6495756320202e-11,8.4468464e-11,8.4469672e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,2,0,all_candidates,36,7.34706785450828e-07,0.000283735768238,1.54781610035442e-08,2.61941953368743e-07,7.33939921545154e-07,7.34706785450828e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,3,0,observed_candidate,7,8.30735660025e-07,0.000364561800462012,6.885758776875e-08,3.53939712830104e-07,8.30170595085e-07,8.30735660025e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,3,0,unobserved_candidate,25,5.36566e-11,3.21108358961351e-08,2.73631026666667e-11,4.21043538308081e-11,5.3655672e-11,5.36566e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,3,0,all_candidates,32,8.30789316625e-07,0.000364593911297908,6.88849508714166e-08,3.53981817183935e-07,8.30224250757e-07,8.30789316625e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,4,0,observed_candidate,4,3.8695505796e-07,0.000159896889385986,1.596513324e-08,1.54534108988636e-07,3.8695505796e-07,3.8695505796e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,4,0,unobserved_candidate,19,2.5721232e-11,1.53210505025775e-08,1.4082888e-11,1.97633744868687e-11,2.5720528e-11,2.5721232e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,4,0,all_candidates,23,3.86980779192e-07,0.000159912210436489,1.5979216128e-08,1.54553872363123e-07,3.86980778488e-07,3.86980779192e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,5,0,observed_candidate,11,1.00243100348222e-06,0.000428061583336526,3.8036325204e-08,4.95873504023146e-07,9.78350223398e-07,1.00063958928222e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,5,0,unobserved_candidate,30,2.3044688e-11,1.38218467817691e-08,1.4030204e-11,1.7148044189899e-11,2.30429392e-11,2.3044688e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,5,0,all_candidates,41,1.00245404817022e-06,0.000428075405183308,3.8050355408e-08,4.95890652067336e-07,9.783732663372e-07,1.00066263397022e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,6,0,observed_candidate,4,1.732577352e-05,0.00860732216587983,8.6513998725e-07,7.1586236705e-06,1.732577352e-05,1.732577352e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,6,0,unobserved_candidate,37,1.5001868e-11,9.00958486212258e-09,8.634686e-12,1.0890030389899e-11,1.49989432e-11,1.5001868e-11,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,6,0,all_candidates,41,1.7325788521868e-05,0.0086073311754647,8.65148621936e-07,7.15863456053039e-06,1.73257885189432e-05,1.7325788521868e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,7,0,observed_candidate,4,1.213650846e-07,2.63975530762786e-05,1.1376288e-10,3.43323140988636e-08,1.212702822e-07,1.213650846e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,7,0,unobserved_candidate,24,5.015936e-12,2.98846725472547e-09,2.6405712e-12,3.68065480808081e-12,5.01576e-12,5.015936e-12,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,3,7,0,all_candidates,28,1.21370100536e-07,2.64005415435333e-05,1.164034512e-10,3.43359947536717e-08,1.2127529796e-07,1.21370100536e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,1,0,observed_candidate,8,2.16064053318037e-06,0.00123802590198869,1.02939114375e-06,1.37379817907014e-06,2.16064053318037e-06,2.16064053318037e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,1,0,unobserved_candidate,23,3.64115686e-09,2.20785039315604e-06,3.283202446e-09,3.28733483634596e-09,3.64115673e-09,3.64115686e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,1,0,all_candidates,31,2.16428169004037e-06,0.00124023375238185,1.032674346196e-06,1.37708551390649e-06,2.16428168991037e-06,2.16428169004037e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,2,0,observed_candidate,12,1.98666673928586e-06,0.00106177077835798,5.45932797177209e-07,1.116394345554e-06,1.95887211405826e-06,1.98666673928586e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,2,0,unobserved_candidate,30,4.75245316e-09,2.86505081195538e-06,3.770075714e-09,4.19077114722475e-09,4.75245316e-09,4.75245316e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,2,0,all_candidates,42,1.99141919244586e-06,0.00106463582916993,5.4970287289121e-07,1.12058511670123e-06,1.96362456721826e-06,1.99141919244586e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,3,0,observed_candidate,8,2.05098460851e-06,0.00113579339467224,5.883049069035e-07,1.3099718400221e-06,2.05098460851e-06,2.05098460851e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,3,0,unobserved_candidate,20,2.03805823333333e-09,1.23119763358154e-06,1.55096649333333e-09,1.83997487933081e-09,2.03805823333333e-09,2.03805823333333e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,3,0,all_candidates,28,2.05302266674333e-06,0.00113702459230583,5.89855873396833e-07,1.31181181490143e-06,2.05302266674333e-06,2.05302266674333e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,4,0,observed_candidate,11,2.8347077323913e-06,0.00131758035956742,7.70009904659512e-07,1.34622049226301e-06,2.8347077323913e-06,2.8347077323913e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,4,0,unobserved_candidate,12,8.1517768e-10,4.94813257935248e-07,7.69603828e-10,7.35491244e-10,8.1517768e-10,8.1517768e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,4,0,all_candidates,23,2.8355229100713e-06,0.00131807517282536,7.70779508487512e-07,1.34695598350701e-06,2.8355229100713e-06,2.8355229100713e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,5,0,observed_candidate,6,2.582752953e-06,0.00150453028584761,9.6516247556e-07,1.8882187906827e-06,2.582752953e-06,2.582752953e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,5,0,unobserved_candidate,27,1.32279012e-09,8.03936330314487e-07,1.296527422e-09,1.18869573918687e-09,1.32279012e-09,1.32279012e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,5,0,all_candidates,33,2.58407574312e-06,0.00150533422217792,9.66459002982e-07,1.88940748642189e-06,2.58407574312e-06,2.58407574312e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,6,0,observed_candidate,8,7.0143568688e-07,0.000381899433050369,7.8908445888e-08,4.0101984783198e-07,6.9194586188e-07,7.0143568688e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,6,0,unobserved_candidate,26,6.32042593333333e-10,3.83820468152634e-07,5.98918059333333e-10,5.61138208239899e-10,6.32042369333333e-10,6.32042593333333e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,6,0,all_candidates,34,7.02067729473333e-07,0.000382283253518522,7.95073639473333e-08,4.0158098604022e-07,6.92577904249333e-07,7.02067729473333e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,7,0,observed_candidate,9,1.437086156e-06,0.000691263221571714,1.11716922e-07,7.04275036751073e-07,1.432604174e-06,1.437086156e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,7,0,unobserved_candidate,21,2.52758512e-10,1.53543691051578e-07,2.401485528e-10,2.21715101975758e-10,2.52758512e-10,2.52758512e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,4,7,0,all_candidates,30,1.437338914512e-06,0.000691416765262766,1.119570705528e-07,7.04496751853049e-07,1.432856932512e-06,1.437338914512e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,1,0,observed_candidate,11,6.55969204480698e-06,0.0037908841359097,2.43311030732558e-06,4.50936420208745e-06,6.55969204480698e-06,6.55969204480698e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,1,0,unobserved_candidate,23,4.618907112e-09,2.79503790012732e-06,3.9865322544e-09,4.21712157738182e-09,4.618906896e-09,4.618907112e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,1,0,all_candidates,34,6.56431095191898e-06,0.00379367917380983,2.43709683957998e-06,4.51358132366483e-06,6.56431095170298e-06,6.56431095191898e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,2,0,observed_candidate,10,7.4141817988519e-06,0.00425086691503103,2.14867882992558e-06,5.21846014799654e-06,7.4141817988519e-06,7.4141817988519e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,2,0,unobserved_candidate,29,5.698438224e-09,3.45149336617298e-06,5.0959833672e-09,5.15765005747273e-09,5.698438224e-09,5.698438224e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,2,0,all_candidates,39,7.4198802370759e-06,0.0042543184083972,2.15377481329278e-06,5.22361779805401e-06,7.4198802370759e-06,7.4198802370759e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,3,0,observed_candidate,14,9.39998969550891e-06,0.00547327753741552,2.80117356966e-06,6.40302319095137e-06,9.39998969550891e-06,9.39998969550891e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,3,0,unobserved_candidate,15,2.44557028e-09,1.48280588090009e-06,2.198123572e-09,2.24843492839899e-09,2.44557028e-09,2.44557028e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,3,0,all_candidates,29,9.40243526578891e-06,0.00547476034329642,2.803371693232e-06,6.40527162587977e-06,9.40243526578891e-06,9.40243526578891e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,4,0,observed_candidate,8,7.3260882324e-07,0.000398378858908132,3.18116194074e-07,4.82604922961636e-07,7.3253397924e-07,7.3260882324e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,4,0,unobserved_candidate,11,9.78212256e-10,5.88200617429016e-07,6.955894272e-10,8.912147e-10,9.78212208e-10,9.78212256e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,4,0,all_candidates,19,7.33587035496e-07,0.000398967059525561,3.188117835012e-07,4.83496137661636e-07,7.33512191448e-07,7.33587035496e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,5,0,observed_candidate,6,1.021770689664e-06,0.000580625001827708,3.039273760656e-07,6.82750904170679e-07,1.021770689664e-06,1.021770689664e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,5,0,unobserved_candidate,24,1.588099776e-09,9.64270828835611e-07,1.5036996864e-09,1.41957050033939e-09,1.588099776e-09,1.588099776e-09,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,5,0,all_candidates,30,1.02335878944e-06,0.000581589272656543,3.05431075752e-07,6.84170474671018e-07,1.02335878944e-06,1.02335878944e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,6,0,observed_candidate,6,1.1520618289344e-06,0.00056469618136713,2.118198168e-07,5.1418116240792e-07,1.1520618289344e-06,1.1520618289344e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,6,0,unobserved_candidate,25,6.73407456e-10,4.09293908709271e-07,6.664497912e-10,6.15274021381818e-10,6.73407456e-10,6.73407456e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,6,0,all_candidates,31,1.1527352363904e-06,0.000565105475275839,2.124862665912e-07,5.14796436429302e-07,1.1527352363904e-06,1.1527352363904e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,7,0,observed_candidate,5,5.7772863e-07,0.000308237614573276,1.53639396e-07,3.67481323181818e-07,5.7772863e-07,5.7772863e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,7,0,unobserved_candidate,20,2.68009248e-10,1.62776773891498e-07,2.579598096e-10,2.41206547478788e-10,2.680090752e-10,2.68009248e-10,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,5,7,0,all_candidates,25,5.77996639248e-07,0.000308400391347167,1.538973558096e-07,3.67722529729297e-07,5.779966390752e-07,5.77996639248e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,1,0,observed_candidate,10,9.19167399253794e-06,0.00556150788120396,7.35538398016e-06,8.23116472689916e-06,9.19167399253794e-06,9.19167399253794e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,1,0,unobserved_candidate,23,2.92536876064e-07,0.00017761389643156,2.773147726568e-07,2.6452684479702e-07,2.92536876064e-07,2.92536876064e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,1,0,all_candidates,33,9.48421086860194e-06,0.00573912177763552,7.6326987528168e-06,8.49569157169617e-06,9.48421086860194e-06,9.48421086860194e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,2,0,observed_candidate,6,3.19560820336e-06,0.00193786871387743,3.1741679908e-06,2.82703971406315e-06,3.19560820336e-06,3.19560820336e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,2,0,unobserved_candidate,28,3.49390100192e-07,0.000211313379946958,2.948848886144e-07,3.13136308948315e-07,3.49390100192e-07,3.49390100192e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,2,0,all_candidates,34,3.544998303552e-06,0.00214918209382438,3.4690528794144e-06,3.14017602301147e-06,3.544998303552e-06,3.544998303552e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,3,0,observed_candidate,6,4.30846077640001e-06,0.00259698806852597,3.27528164024001e-06,3.86295113716263e-06,4.30846077640001e-06,4.30846077640001e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,3,0,unobserved_candidate,21,1.55114939173333e-07,9.33275583847519e-05,1.15386768085333e-07,1.40289684069899e-07,1.55114939173333e-07,1.55114939173333e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,3,0,all_candidates,27,4.46357571557334e-06,0.00269031562691072,3.39066840832534e-06,4.00324082123253e-06,4.46357571557334e-06,4.46357571557334e-06,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,4,0,observed_candidate,9,5.754577669888e-05,0.034186489616205,2.3626160508e-05,4.22783900127926e-05,5.754577669888e-05,5.754577669888e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,4,0,unobserved_candidate,13,6.3372115264e-08,3.83259035543653e-05,5.60363453184e-08,5.72050269539717e-08,6.3372115264e-08,6.3372115264e-08,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,4,0,all_candidates,22,5.7609148814144e-05,0.0342248155197594,2.36821968533184e-05,4.23355950397466e-05,5.7609148814144e-05,5.7609148814144e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,5,0,observed_candidate,10,1.34163831984e-05,0.00800673907502185,8.0933056452e-06,1.15641482801691e-05,1.34163831984e-05,1.34163831984e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,5,0,unobserved_candidate,24,1.007477383104e-07,6.1140280006941e-05,9.401016237952e-08,8.94917842024671e-08,1.007477383104e-07,1.007477383104e-07,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,5,0,all_candidates,34,1.35171309367104e-05,0.00806787935502879,8.18731580757952e-06,1.16536400643716e-05,1.35171309367104e-05,1.35171309367104e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,6,0,observed_candidate,11,1.0432030104e-05,0.00604310248057671,7.0176909564e-06,8.20956339905151e-06,1.0432030104e-05,1.0432030104e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,6,0,unobserved_candidate,30,4.14509239189333e-08,2.5168779137741e-05,3.95154114477867e-08,3.70944448381441e-08,4.14509198869333e-08,4.14509239189333e-08,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,6,0,all_candidates,41,1.04734810279189e-05,0.00606827125971446,7.05720636784779e-06,8.24665784388966e-06,1.04734810238869e-05,1.04734810279189e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,7,0,observed_candidate,10,2.67909034272e-05,0.0154976532867032,9.889612404e-06,1.84699452606945e-05,2.67909034272e-05,2.67909034272e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,7,0,unobserved_candidate,28,1.6586592448e-08,1.00779171049272e-05,1.62099932e-08,1.50865698718222e-08,1.658659051264e-08,1.6586592448e-08,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
initial_state,6,7,0,all_candidates,38,2.6807490019648e-05,0.0155077312038081,9.9058223972e-06,1.84850318305664e-05,2.68074900177126e-05,2.6807490019648e-05,0,raw contribution within conditional initial state,candidate subset only; not renormalized and not a formal expectation
35_state_equal_weight_diagnostic,NaN,NaN,NaN,observed_candidate,268,5.50975167994584e-06,0.00310845927506172,2.16913649924721e-06,3.77953554311223e-06,5.4942233419246e-06,5.5094505341526e-06,0,equal-weight mean of 35 conditional-state contributions,not a formal nominal expectation
35_state_equal_weight_diagnostic,NaN,NaN,NaN,unobserved_candidate,858,2.998320608288e-08,1.81498843248831e-05,2.62698514071185e-08,2.69712210509857e-08,2.99832054700507e-08,2.99832060498629e-08,0,equal-weight mean of 35 conditional-state contributions,not a formal nominal expectation
35_state_equal_weight_diagnostic,NaN,NaN,NaN,all_candidates,1126,5.53973488602872e-06,0.0031266091593866,2.19540635065433e-06,3.80650676416321e-06,5.52420654739465e-06,5.53943374020246e-06,0,equal-weight mean of 35 conditional-state contributions,not a formal nominal expectation
