a0,loc0,lfw0,seed_id,base_seed,derived_seed,mode,metric,M0_mean,mode_mean,paired_difference_mean,paired_absolute_difference_mean,paired_difference_q05,paired_difference_median,paired_difference_q95,paired_difference_min,paired_difference_max,nonzero_difference_share
5,4,0,1,20260723,22760798,M1,Dtotal,341.05474183782,336.674167416741,-4.38057442107847,45.7334369800617,-153.015301530153,0,126.830864904672,-539.235741755994,532.689632599624,0.503
5,4,0,1,20260723,22760798,M1,fullLoss,0.0905,0.092,0.0015,0.0295,0,0,0,-1,1,0.0295
5,4,0,1,20260723,22760798,M1,A0Share,0.142176767676768,0.14636994949495,0.00419318181818182,0.0450871212121213,-0.176767676767677,0,0.186868686868687,-0.545454545454545,0.547979797979798,0.3925
5,4,0,1,20260723,22760798,M1,reachableShare,0.857823232323233,0.853630050505051,-0.00419318181818182,0.0450871212121213,-0.186868686868687,0,0.176767676767677,-0.547979797979798,0.545454545454545,0.3925
5,4,0,1,20260723,22760798,M1,CScenarioMean,21.3679207119931,21.4644905274186,0.0965698154254888,1.29982034763217,-3.48704621168011,0,4.10802465557104,-10.7834594034125,23.3972331766256,0.8575
5,4,0,1,20260723,22760798,M1,W3Failed,10.0335,10.038,0.0045,1.9515,-5,0,5,-11,11,0.707
5,4,0,1,20260723,22760798,M1,W3Closed,5.4405,5.569,0.1285,1.4875,-4,0,4,-9,10,0.581
5,4,0,1,20260723,22760798,M2L,Dtotal,341.05474183782,238.340970460682,-102.713771377138,102.713771377138,-336.306357908518,-72.007200720072,0,-607.969887897881,0,0.775
5,4,0,1,20260723,22760798,M2L,fullLoss,0.0905,0.036,-0.0545,0.0545,-1,0,0,-1,0,0.0545
5,4,0,1,20260723,22760798,M2L,A0Share,0.142176767676768,0.0627525252525253,-0.0794242424242425,0.0794242424242425,-0.333333333333333,-0.00505050505050506,0,-0.613636363636364,0,0.5015
5,4,0,1,20260723,22760798,M2L,reachableShare,0.857823232323233,0.937247474747475,0.0794242424242425,0.0794242424242425,0,0.00505050505050497,0.333333333333333,0,0.613636363636364,0.5015
5,4,0,1,20260723,22760798,M2L,CScenarioMean,21.3679207119931,20.3526880324999,-1.01523267949318,1.801428091089,-5.14990243216289,-0.732948094494414,2.93791886986061,-13.2056157407121,21.5071131188531,0.831
5,4,0,1,20260723,22760798,M2L,W3Failed,10.0335,6.2395,-3.794,3.794,-8,-4,0,-14,0,0.882
5,4,0,1,20260723,22760798,M2L,W3Closed,5.4405,2.8205,-2.62,2.62,-7,-2,0,-11,0,0.712
5,4,0,1,20260723,22760798,M2H,Dtotal,341.05474183782,428.514442353326,87.459700515506,87.459700515506,0,58.6422278591495,293.756648392112,0,607.969887897881,0.7615
5,4,0,1,20260723,22760798,M2H,fullLoss,0.0905,0.1565,0.066,0.066,0,0,1,0,1,0.066
5,4,0,1,20260723,22760798,M2H,A0Share,0.142176767676768,0.255127525252525,0.112950757575758,0.112950757575758,0,0.0606060606060606,0.363636363636364,0,0.681818181818182,0.682
5,4,0,1,20260723,22760798,M2H,reachableShare,0.857823232323233,0.744872474747475,-0.112950757575758,0.112950757575758,-0.363636363636364,-0.0606060606060606,0,-0.681818181818182,0,0.682
5,4,0,1,20260723,22760798,M2H,CScenarioMean,21.3679207119931,22.7482916032078,1.38037089121476,2.54792537680058,-4.20327848688105,1.08889945952624,6.95592689871568,-18.2755651951386,16.0866322078846,0.9265
5,4,0,1,20260723,22760798,M2H,W3Failed,10.0335,14.3455,4.312,4.312,0,4,9,0,14,0.9385
5,4,0,1,20260723,22760798,M2H,W3Closed,5.4405,8.977,3.5365,3.5365,0,4,8,0,13,0.8305
2,6,0,1,20260723,20860741,M1,Dtotal,0.86490467228541,0.728800152742547,-0.136104519542863,0.377492294684014,0,0,0,-117.284455718299,175.108419932902,0.006
2,6,0,1,20260723,20860741,M1,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,1,20260723,20860741,M1,A0Share,0.000236111111111111,0.000319444444444444,8.33333333333333e-05,8.33333333333333e-05,0,0,0,0,0.146464646464646,0.001
2,6,0,1,20260723,20860741,M1,reachableShare,0.999763888888889,0.999680555555556,-8.33333333333333e-05,8.33333333333333e-05,0,0,0,-0.146464646464646,0,0.001
2,6,0,1,20260723,20860741,M1,CScenarioMean,19.0171303627163,19.0161972597059,-0.00093310301045538,0.00173343093460774,0,0,0,-1.72839672416939,0.482273126334992,0.004
2,6,0,1,20260723,20860741,M1,W3Failed,0.028,0.028,0,0.013,0,0,0,-3,4,0.007
2,6,0,1,20260723,20860741,M1,W3Closed,0.015,0.016,0.001,0.006,0,0,0,-3,5,0.003
2,6,0,1,20260723,20860741,M2L,Dtotal,0.86490467228541,0.335897226086245,-0.529007446199165,0.529007446199165,0,0,0,-174.83566538472,0,0.007
2,6,0,1,20260723,20860741,M2L,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,1,20260723,20860741,M2L,A0Share,0.000236111111111111,4.04040404040404e-05,-0.000195707070707071,0.000195707070707071,0,0,0,-0.287878787878788,0,0.001
2,6,0,1,20260723,20860741,M2L,reachableShare,0.999763888888889,0.999959595959596,0.000195707070707071,0.000195707070707071,0,0,0,0,0.287878787878788,0.001
2,6,0,1,20260723,20860741,M2L,CScenarioMean,19.0171303627163,19.0172096577537,7.92950373793477e-05,0.00407818669002881,0,0,0,-1.56148584761112,3.84295101959096,0.003
2,6,0,1,20260723,20860741,M2L,W3Failed,0.028,0.0115,-0.0165,0.0165,0,0,0,-5,0,0.008
2,6,0,1,20260723,20860741,M2L,W3Closed,0.015,0.006,-0.009,0.009,0,0,0,-7,0,0.003
2,6,0,1,20260723,20860741,M2H,Dtotal,0.86490467228541,1.59738701142842,0.732482339143005,0.732482339143005,0,0,0,0,237.841966014783,0.009
2,6,0,1,20260723,20860741,M2H,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,1,20260723,20860741,M2H,A0Share,0.000236111111111111,0.000503787878787879,0.000267676767676768,0.000267676767676768,0,0,0,0,0.217171717171717,0.003
2,6,0,1,20260723,20860741,M2H,reachableShare,0.999763888888889,0.999496212121212,-0.000267676767676768,0.000267676767676768,0,0,0,-0.217171717171717,0,0.003
2,6,0,1,20260723,20860741,M2H,CScenarioMean,19.0171303627163,19.018450713666,0.00132035094969843,0.00640595981720543,0,0,0,-5.085608867507,1.7789289097734,0.01
2,6,0,1,20260723,20860741,M2H,W3Failed,0.028,0.057,0.029,0.029,0,0,0,0,7,0.011
2,6,0,1,20260723,20860741,M2H,W3Closed,0.015,0.029,0.014,0.014,0,0,0,0,8,0.005
2,1,0,1,20260723,20360726,M1,Dtotal,2.86064970133377,2.98257098437116,0.121921283037395,1.40768622316777,0,0,0,-498.32255952868,188.200638245643,0.015
2,1,0,1,20260723,20360726,M1,fullLoss,0,0,0,0,0,0,0,0,0,0
2,1,0,1,20260723,20360726,M1,A0Share,0.000196969696969697,0.000258838383838384,6.18686868686869e-05,8.20707070707071e-05,0,0,0,-0.0101010101010101,0.113636363636364,0.002
2,1,0,1,20260723,20360726,M1,reachableShare,0.99980303030303,0.999741161616162,-6.18686868686869e-05,8.2070707070707e-05,0,0,0,-0.113636363636364,0.0101010101010101,0.002
2,1,0,1,20260723,20360726,M1,CScenarioMean,19.0250545335282,19.0278726809805,0.0028181474522693,0.00977272968492471,0,0,0,-1.77625432938917,6.89789025813112,0.0145
2,1,0,1,20260723,20360726,M1,W3Failed,0.0835,0.094,0.0105,0.0405,0,0,0,-4,7,0.019
2,1,0,1,20260723,20360726,M1,W3Closed,0.0275,0.027,-0.0005,0.0135,0,0,0,-5,4,0.0065
2,1,0,1,20260723,20360726,M2L,Dtotal,2.86064970133377,1.12743092491067,-1.7332187764231,1.7332187764231,0,0,0,-498.32255952868,0,0.015
2,1,0,1,20260723,20360726,M2L,fullLoss,0,0,0,0,0,0,0,0,0,0
2,1,0,1,20260723,20360726,M2L,A0Share,0.000196969696969697,0.00011489898989899,-8.20707070707071e-05,8.20707070707071e-05,0,0,0,-0.0883838383838384,0,0.0025
2,1,0,1,20260723,20360726,M2L,reachableShare,0.99980303030303,0.999885101010101,8.2070707070707e-05,8.2070707070707e-05,0,0,0,0,0.0883838383838383,0.0025
2,1,0,1,20260723,20360726,M2L,CScenarioMean,19.0250545335282,19.0156787804287,-0.00937575309955984,0.00937575309955984,0,0,0,-4.82739569991414,0,0.0105
2,1,0,1,20260723,20360726,M2L,W3Failed,0.0835,0.038,-0.0455,0.0455,0,0,0,-7,0,0.0175
2,1,0,1,20260723,20360726,M2L,W3Closed,0.0275,0.0095,-0.018,0.018,0,0,0,-6,0,0.0075
2,1,0,1,20260723,20360726,M2H,Dtotal,2.86064970133377,5.45209066361182,2.59144096227805,2.59144096227805,0,0,0,0,405.313258598587,0.022
2,1,0,1,20260723,20360726,M2H,fullLoss,0,0,0,0,0,0,0,0,0,0
2,1,0,1,20260723,20360726,M2H,A0Share,0.000196969696969697,0.000806818181818182,0.000609848484848485,0.000609848484848485,0,0,0,0,0.202020202020202,0.0055
2,1,0,1,20260723,20360726,M2H,reachableShare,0.99980303030303,0.999193181818182,-0.000609848484848485,0.000609848484848485,0,0,0,-0.202020202020202,0,0.0055
2,1,0,1,20260723,20360726,M2H,CScenarioMean,19.0250545335282,19.0436281161803,0.0185735826520944,0.0235135780573986,0,0,0,-1.51539928130203,7.08560140169186,0.029
2,1,0,1,20260723,20360726,M2H,W3Failed,0.0835,0.1675,0.084,0.084,0,0,0,0,8,0.0265
2,1,0,1,20260723,20360726,M2H,W3Closed,0.0275,0.066,0.0385,0.0385,0,0,0,0,7,0.014
4,4,0,1,20260723,22060777,M1,Dtotal,160.944821754903,164.823936939148,3.8791151842457,43.4868941439598,-118.64822845921,0,156.833865204702,-607.969887897881,563.783651092382,0.452
4,4,0,1,20260723,22060777,M1,fullLoss,0.0155,0.019,0.0035,0.0095,0,0,0,-1,1,0.0095
4,4,0,1,20260723,22060777,M1,A0Share,0.0416300505050505,0.0461060606060606,0.0044760101010101,0.0183674242424243,-0.0202020202020202,0,0.0934343434343434,-0.436868686868687,0.522727272727273,0.181
4,4,0,1,20260723,22060777,M1,reachableShare,0.95836994949495,0.95389393939394,-0.0044760101010101,0.0183674242424242,-0.0934343434343434,0,0.0202020202020202,-0.522727272727273,0.436868686868687,0.181
4,4,0,1,20260723,22060777,M1,CScenarioMean,19.905971753735,19.911993674308,0.00602192057299317,0.526491770851562,-1.65638762367695,0,1.68951037024511,-13.2776183958538,11.3291581192505,0.546
4,4,0,1,20260723,22060777,M1,W3Failed,4.5265,4.606,0.0795,1.2825,-3,0,4,-9,11,0.5345
4,4,0,1,20260723,22060777,M1,W3Closed,1.952,2.0815,0.1295,0.7665,-2,0,3,-7,9,0.321
4,4,0,1,20260723,22060777,M2L,Dtotal,160.944821754903,95.522870468865,-65.4219512860377,65.4219512860377,-250.388675231159,-27.8209639145733,0,-607.969887897881,0,0.5975
4,4,0,1,20260723,22060777,M2L,fullLoss,0.0155,0.006,-0.0095,0.0095,0,0,0,-1,0,0.0095
4,4,0,1,20260723,22060777,M2L,A0Share,0.0416300505050505,0.0160113636363636,-0.0256186868686869,0.0256186868686869,-0.186868686868687,0,0,-0.553030303030303,0,0.209
4,4,0,1,20260723,22060777,M2L,reachableShare,0.95836994949495,0.983988636363636,0.0256186868686869,0.0256186868686869,0,0,0.186868686868687,0,0.553030303030303,0.209
4,4,0,1,20260723,22060777,M2L,CScenarioMean,19.905971753735,19.3630386445885,-0.54293310914651,0.718292665454824,-3.01508907682055,0,0,-13.5790984012149,9.06126434968308,0.4795
4,4,0,1,20260723,22060777,M2L,W3Failed,4.5265,2.3595,-2.167,2.167,-6,-2,0,-11,0,0.6465
4,4,0,1,20260723,22060777,M2L,W3Closed,1.952,0.79,-1.162,1.162,-5,0,0,-10,0,0.3915
4,4,0,1,20260723,22060777,M2H,Dtotal,160.944821754903,256.882006382456,95.9371846275536,95.9371846275536,0,63.5518097264272,315.849766794861,0,607.969887897881,0.7135
4,4,0,1,20260723,22060777,M2H,fullLoss,0.0155,0.046,0.0305,0.0305,0,0,0,0,1,0.0305
4,4,0,1,20260723,22060777,M2H,A0Share,0.0416300505050505,0.0911477272727273,0.0495176767676768,0.0495176767676768,0,0,0.265151515151515,0,0.525252525252525,0.3635
4,4,0,1,20260723,22060777,M2H,reachableShare,0.95836994949495,0.908852272727273,-0.0495176767676768,0.0495176767676768,-0.265151515151515,0,0,-0.525252525252525,0,0.3635
4,4,0,1,20260723,22060777,M2H,CScenarioMean,19.905971753735,20.5982894413487,0.692317687613696,1.16939235387483,-1.60024345362658,0.116009479554375,4.45381289935447,-13.857120533238,16.1432298672594,0.74
4,4,0,1,20260723,22060777,M2H,W3Failed,4.5265,7.4385,2.912,2.912,0,3,7,0,13,0.772
4,4,0,1,20260723,22060777,M2H,W3Closed,1.952,3.794,1.842,1.842,0,1,6,0,12,0.537
6,7,0,1,20260723,23760828,M1,Dtotal,257.574121048468,259.269017810872,1.69489676240351,31.4240514960587,-105.556010146469,0,112.647628399204,-547.418378201456,539.235741755994,0.3745
6,7,0,1,20260723,23760828,M1,fullLoss,0.0565,0.061,0.0045,0.0055,0,0,0,-1,1,0.0055
6,7,0,1,20260723,23760828,M1,A0Share,0.106661616161616,0.108888888888889,0.00222727272727273,0.0223560606060606,-0.0782828282828283,0,0.0984848484848485,-0.53030303030303,0.378787878787879,0.2165
6,7,0,1,20260723,23760828,M1,reachableShare,0.893338383838384,0.891111111111111,-0.00222727272727273,0.0223560606060606,-0.0984848484848485,0,0.0782828282828283,-0.378787878787879,0.53030303030303,0.2165
6,7,0,1,20260723,23760828,M1,CScenarioMean,20.839743423667,20.9226629610072,0.0829195373402228,0.620671202797676,-1.72309343397636,0,2.2537985080931,-11.4053377562969,17.5182983564883,0.5495
6,7,0,1,20260723,23760828,M1,W3Failed,7.571,7.709,0.138,1.172,-3,0,4,-9,9,0.4745
6,7,0,1,20260723,23760828,M1,W3Closed,3.919,4.0675,0.1485,0.7775,-3,0,3,-8,9,0.331
6,7,0,1,20260723,23760828,M2L,Dtotal,257.574121048468,202.661675258435,-54.9124457900335,54.9124457900335,-224.204238605679,0,0,-573.602814826937,0,0.49
6,7,0,1,20260723,23760828,M2L,fullLoss,0.0565,0.0515,-0.005,0.005,0,0,0,-1,0,0.005
6,7,0,1,20260723,23760828,M2L,A0Share,0.106661616161616,0.0723699494949495,-0.0342916666666667,0.0342916666666667,-0.212121212121212,0,0,-0.560606060606061,0,0.2515
6,7,0,1,20260723,23760828,M2L,reachableShare,0.893338383838384,0.927630050505051,0.0342916666666667,0.0342916666666667,0,0,0.212121212121212,0,0.560606060606061,0.2515
6,7,0,1,20260723,23760828,M2L,CScenarioMean,20.839743423667,20.5038603551024,-0.33588306856458,0.789529541937294,-3.0076592447367,0,1.29612561049698,-11.6213851117678,16.7021405450713,0.5055
6,7,0,1,20260723,23760828,M2L,W3Failed,7.571,5.562,-2.009,2.009,-7,-1,0,-12,0,0.5635
6,7,0,1,20260723,23760828,M2L,W3Closed,3.919,2.6565,-1.2625,1.2625,-6,0,0,-11,0,0.369
6,7,0,1,20260723,23760828,M2H,Dtotal,257.574121048468,327.061206120612,69.4870850721435,69.4870850721435,0,24.5479093363882,261.844366254807,0,607.969887897881,0.5985
6,7,0,1,20260723,23760828,M2H,fullLoss,0.0565,0.084,0.0275,0.0275,0,0,0,0,1,0.0275
6,7,0,1,20260723,23760828,M2H,A0Share,0.106661616161616,0.157205808080808,0.0505441919191919,0.0505441919191919,0,0,0.265151515151515,0,0.563131313131313,0.3605
6,7,0,1,20260723,23760828,M2H,reachableShare,0.893338383838384,0.842794191919192,-0.0505441919191919,0.0505441919191919,-0.265151515151515,0,0,-0.563131313131313,0,0.3605
6,7,0,1,20260723,23760828,M2H,CScenarioMean,20.839743423667,21.2816623377723,0.441918914105278,1.23242168561342,-2.87368079550864,0.0052687579653643,4.04470891953952,-15.5636261616454,16.178458538622,0.6705
6,7,0,1,20260723,23760828,M2H,W3Failed,7.571,10.396,2.825,2.825,0,2,8,0,12,0.7175
6,7,0,1,20260723,23760828,M2H,W3Closed,3.919,5.8535,1.9345,1.9345,0,1,7,0,12,0.5285
5,4,0,2,20260724,22760799,M1,Dtotal,343.715053323514,341.282628262826,-2.43242506068789,45.9686877778687,-149.742246951968,0,140.741346861959,-607.969887897881,591.604615006955,0.518
5,4,0,2,20260724,22760799,M1,fullLoss,0.097,0.098,0.001,0.035,0,0,0,-1,1,0.035
5,4,0,2,20260724,22760799,M1,A0Share,0.151020202020202,0.153680555555556,0.00266035353535353,0.0500694444444445,-0.186868686868687,0,0.199494949494949,-0.666666666666667,0.671717171717172,0.429
5,4,0,2,20260724,22760799,M1,reachableShare,0.848979797979799,0.846319444444445,-0.00266035353535354,0.0500694444444445,-0.19949494949495,0,0.186868686868687,-0.671717171717172,0.666666666666667,0.429
5,4,0,2,20260724,22760799,M1,CScenarioMean,21.5055367728178,21.5582185457634,0.0526817729456272,1.37272059101332,-3.68609215346734,0,4.06701764538111,-19.7802531026271,16.7771894100284,0.8565
5,4,0,2,20260724,22760799,M1,W3Failed,10.206,10.327,0.121,2.078,-5,0,5,-10,11,0.717
5,4,0,2,20260724,22760799,M1,W3Closed,5.7575,5.923,0.1655,1.6325,-4,0,5,-9,11,0.609
5,4,0,2,20260724,22760799,M2L,Dtotal,343.715053323514,246.803862204402,-96.9111911191118,96.9111911191118,-321.577612306685,-67.6431279491586,0,-607.969887897881,0,0.773
5,4,0,2,20260724,22760799,M2L,fullLoss,0.097,0.041,-0.056,0.056,-1,0,0,-1,0,0.056
5,4,0,2,20260724,22760799,M2L,A0Share,0.151020202020202,0.0654053030303031,-0.0856148989898991,0.0856148989898991,-0.353535353535354,-0.0202020202020202,0,-0.686868686868687,0,0.55
5,4,0,2,20260724,22760799,M2L,reachableShare,0.848979797979799,0.934594696969698,0.0856148989898991,0.0856148989898991,0,0.0202020202020202,0.353535353535353,0,0.686868686868687,0.55
5,4,0,2,20260724,22760799,M2L,CScenarioMean,21.5055367728178,20.4699931230624,-1.03554364975534,1.83775114984017,-5.48170537251911,-0.688704905511148,2.96123517948394,-13.925799579908,13.5387929646218,0.8325
5,4,0,2,20260724,22760799,M2L,W3Failed,10.206,6.519,-3.687,3.687,-8,-4,0,-12,0,0.877
5,4,0,2,20260724,22760799,M2L,W3Closed,5.7575,3.022,-2.7355,2.7355,-7,-2,0,-13,0,0.729
5,4,0,2,20260724,22760799,M2H,Dtotal,343.715053323514,431.136159070452,87.4211057469383,87.4211057469383,0,58.9149824073316,275.482093663912,0,607.969887897881,0.754
5,4,0,2,20260724,22760799,M2H,fullLoss,0.097,0.182,0.085,0.085,0,0,1,0,1,0.085
5,4,0,2,20260724,22760799,M2H,A0Share,0.151020202020202,0.263915404040404,0.112895202020202,0.112895202020202,0,0.0606060606060606,0.363636363636364,0,0.734848484848485,0.6845
5,4,0,2,20260724,22760799,M2H,reachableShare,0.848979797979799,0.736084595959596,-0.112895202020202,0.112895202020202,-0.366161616161616,-0.0606060606060606,0,-0.734848484848485,0,0.6845
5,4,0,2,20260724,22760799,M2H,CScenarioMean,21.5055367728178,22.7306492139579,1.22511244114013,2.56736391197999,-4.97852615874216,1.07675155031844,6.89396851600646,-19.4746260176984,23.6062805613858,0.924
5,4,0,2,20260724,22760799,M2H,W3Failed,10.206,14.616,4.41,4.41,0,4,9,0,14,0.9385
5,4,0,2,20260724,22760799,M2H,W3Closed,5.7575,9.326,3.5685,3.5685,0,3,8,0,14,0.84
2,6,0,2,20260724,20860742,M1,Dtotal,1.80113465892044,1.72108119902899,-0.0800534598914437,0.45781850912364,0,0,0,-157.106619752884,135.013501350135,0.0055
2,6,0,2,20260724,20860742,M1,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,2,20260724,20860742,M1,A0Share,0.000460858585858586,0.000435606060606061,-2.52525252525252e-05,0.000287878787878788,0,0,0,-0.171717171717172,0.174242424242424,0.003
2,6,0,2,20260724,20860742,M1,reachableShare,0.999539141414141,0.999564393939394,2.52525252525254e-05,0.000287878787878788,0,0,0,-0.174242424242424,0.171717171717172,0.003
2,6,0,2,20260724,20860742,M1,CScenarioMean,19.0196088246897,19.0207088319854,0.00110000729571694,0.00326531904024185,0,0,0,-0.664261074035416,1.82871068685832,0.0085
2,6,0,2,20260724,20860742,M1,W3Failed,0.0655,0.0595,-0.006,0.024,0,0,0,-7,7,0.0075
2,6,0,2,20260724,20860742,M1,W3Closed,0.0235,0.021,-0.0025,0.0085,0,0,0,-6,3,0.0045
2,6,0,2,20260724,20860742,M2L,Dtotal,1.80113465892044,1.11911191119112,-0.682022747729318,0.682022747729318,0,0,0,-309.303657638491,0,0.008
2,6,0,2,20260724,20860742,M2L,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,2,20260724,20860742,M2L,A0Share,0.000460858585858586,0.000111111111111111,-0.000349747474747475,0.000349747474747475,0,0,0,-0.191919191919192,0,0.004
2,6,0,2,20260724,20860742,M2L,reachableShare,0.999539141414141,0.999888888888889,0.000349747474747475,0.000349747474747475,0,0,0,0,0.191919191919192,0.004
2,6,0,2,20260724,20860742,M2L,CScenarioMean,19.0196088246897,19.0159022344659,-0.00370659022374723,0.00482500187731972,0,0,0,-2.12565651289814,0.981602778406309,0.0065
2,6,0,2,20260724,20860742,M2L,W3Failed,0.0655,0.029,-0.0365,0.0365,0,0,0,-9,0,0.01
2,6,0,2,20260724,20860742,M2L,W3Closed,0.0235,0.0075,-0.016,0.016,0,0,0,-7,0,0.0045
2,6,0,2,20260724,20860742,M2H,Dtotal,1.80113465892044,2.52297957068434,0.721844911763904,0.721844911763904,0,0,0,0,224.204238605679,0.012
2,6,0,2,20260724,20860742,M2H,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,2,20260724,20860742,M2H,A0Share,0.000460858585858586,0.000803030303030303,0.000342171717171717,0.000342171717171717,0,0,0,0,0.217171717171717,0.004
2,6,0,2,20260724,20860742,M2H,reachableShare,0.999539141414141,0.99919696969697,-0.000342171717171717,0.000342171717171717,0,0,0,-0.217171717171717,0,0.004
2,6,0,2,20260724,20860742,M2H,CScenarioMean,19.0196088246897,19.0297868647444,0.0101780400547112,0.0102497919694523,0,0,0,-0.0499530496780771,5.03479562134791,0.014
2,6,0,2,20260724,20860742,M2H,W3Failed,0.0655,0.1095,0.044,0.044,0,0,0,0,8,0.0145
2,6,0,2,20260724,20860742,M2H,W3Closed,0.0235,0.0425,0.019,0.019,0,0,0,0,4,0.0095
2,1,0,2,20260724,20360727,M1,Dtotal,2.49570411586613,2.71213484984862,0.216430733982489,0.873769195101328,0,0,0,-175.926683577449,365.763849112184,0.0115
2,1,0,2,20260724,20360727,M1,fullLoss,0,0,0,0,0,0,0,0,0,0
2,1,0,2,20260724,20360727,M1,A0Share,0.000549242424242424,0.00057449494949495,2.52525252525252e-05,0.00021969696969697,0,0,0,-0.106060606060606,0.113636363636364,0.003
2,1,0,2,20260724,20360727,M1,reachableShare,0.999450757575758,0.999425505050505,-2.52525252525252e-05,0.00021969696969697,0,0,0,-0.113636363636364,0.106060606060606,0.003
2,1,0,2,20260724,20360727,M1,CScenarioMean,19.0228851364996,19.0234386232246,0.000553486725025063,0.00422685848214452,0,0,0,-3.11372434343123,2.33458790897281,0.011
2,1,0,2,20260724,20360727,M1,W3Failed,0.074,0.0845,0.0105,0.0255,0,0,0,-2,10,0.0125
2,1,0,2,20260724,20360727,M1,W3Closed,0.0315,0.0335,0.002,0.008,0,0,0,-4,3,0.0045
2,1,0,2,20260724,20360727,M2L,Dtotal,2.49570411586613,0.986553200774623,-1.50915091509151,1.50915091509151,0,0,0,-337.942885197611,0,0.017
2,1,0,2,20260724,20360727,M2L,fullLoss,0,0,0,0,0,0,0,0,0,0
2,1,0,2,20260724,20360727,M2L,A0Share,0.000549242424242424,7.7020202020202e-05,-0.000472222222222222,0.000472222222222222,0,0,0,-0.267676767676768,0,0.004
