a0,loc0,lfw0,seed_id,base_seed,mode,asset,stage,threshold_mps,observation_count,above_count,above_share,crossed_up_vs_M0_count,crossed_up_vs_M0_share,crossed_down_vs_M0_count,crossed_down_vs_M0_share,local_wind_max_mps
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,31.2968809363803
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,12,0.000146341463414634,12,0.000146341463414634,0,0,31.2968809363803
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,31.2968809363803
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,447,0.006984375,70,0.00109375,58,0.00090625,45.9554122786835
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,0,0,0,0,0,0,45.9554122786835
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,158,0.00192682926829268,34,0.000414634146341463,5,6.09756097560976e-05,45.9554122786835
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,45.9554122786835
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,697,0.010890625,68,0.0010625,34,0.00053125,49.4409641155564
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,0,0,0,0,0,0,49.4409641155564
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,434,0.00529268292682927,48,0.000585365853658537,20,0.00024390243902439,49.4409641155564
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,49.4409641155564
4,4,0,2,20260724,M0_FIXED,grid_line,W1,25,64000,20137,0.314640625,0,0,0,0,45.9865692331152
4,4,0,2,20260724,M0_FIXED,grid_line,W1,50,64000,0,0,0,0,0,0,45.9865692331152
4,4,0,2,20260724,M0_FIXED,road_edge,W1,30,82000,3979,0.0485243902439024,0,0,0,0,45.9865692331152
4,4,0,2,20260724,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,45.9865692331152
4,4,0,2,20260724,M0_FIXED,grid_line,W2,25,64000,29928,0.467625,0,0,0,0,55.2436058969241
4,4,0,2,20260724,M0_FIXED,grid_line,W2,50,64000,108,0.0016875,0,0,0,0,55.2436058969241
4,4,0,2,20260724,M0_FIXED,road_edge,W2,30,82000,20279,0.24730487804878,0,0,0,0,55.2436058969241
4,4,0,2,20260724,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,55.2436058969241
4,4,0,2,20260724,M0_FIXED,grid_line,W3,25,64000,23824,0.37225,0,0,0,0,55.4697563798546
4,4,0,2,20260724,M0_FIXED,grid_line,W3,50,64000,72,0.001125,0,0,0,0,55.4697563798546
4,4,0,2,20260724,M0_FIXED,road_edge,W3,30,82000,15935,0.194329268292683,0,0,0,0,55.4697563798546
4,4,0,2,20260724,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,19880,0.310625,3146,0.04915625,3403,0.053171875,47.2308242243598
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,47.2308242243598
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,4194,0.0511463414634146,600,0.00731707317073171,385,0.00469512195121951,47.2308242243598
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,47.2308242243598
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,29872,0.46675,1863,0.029109375,1919,0.029984375,57.6874561753985
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,116,0.0018125,13,0.000203125,5,7.8125e-05,57.6874561753985
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,19429,0.236939024390244,1235,0.0150609756097561,2085,0.0254268292682927,57.6874561753985
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,57.6874561753985
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,23976,0.374625,1594,0.02490625,1442,0.02253125,56.9091368910344
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,94,0.00146875,27,0.000421875,5,7.8125e-05,56.9091368910344
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,15626,0.190560975609756,1058,0.0129024390243902,1367,0.0166707317073171,56.9091368910344
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,56.9091368910344
6,7,0,2,20260724,M0_FIXED,grid_line,W1,25,64000,42224,0.65975,0,0,0,0,55.214113197033
6,7,0,2,20260724,M0_FIXED,grid_line,W1,50,64000,11,0.000171875,0,0,0,0,55.214113197033
6,7,0,2,20260724,M0_FIXED,road_edge,W1,30,82000,21159,0.258036585365854,0,0,0,0,55.214113197033
6,7,0,2,20260724,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,55.214113197033
6,7,0,2,20260724,M0_FIXED,grid_line,W2,25,64000,42771,0.668296875,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,grid_line,W2,50,64000,465,0.007265625,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,road_edge,W2,30,82000,30183,0.368085365853659,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,grid_line,W3,25,64000,39099,0.610921875,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,grid_line,W3,50,64000,212,0.0033125,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,road_edge,W3,30,82000,27797,0.338987804878049,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,42800,0.66875,2599,0.040609375,2023,0.031609375,51.2768567434716
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,7,0.000109375,0,0,4,6.25e-05,51.2768567434716
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,21057,0.256792682926829,2318,0.0282682926829268,2420,0.0295121951219512,51.2768567434716
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,51.2768567434716
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,42542,0.66471875,1681,0.026265625,1910,0.02984375,59.3010645619629
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,518,0.00809375,77,0.001203125,24,0.000375,59.3010645619629
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,30249,0.368890243902439,2119,0.0258414634146341,2053,0.0250365853658537,59.3010645619629
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,59.3010645619629
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,39278,0.61371875,1916,0.0299375,1737,0.027140625,57.3030958940787
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,216,0.003375,33,0.000515625,29,0.000453125,57.3030958940787
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,27893,0.340158536585366,1963,0.0239390243902439,1867,0.0227682926829268,57.3030958940787
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,57.3030958940787
5,4,0,3,20260725,M0_FIXED,grid_line,W1,25,64000,46157,0.721203125,0,0,0,0,46.1748242297168
5,4,0,3,20260725,M0_FIXED,grid_line,W1,50,64000,0,0,0,0,0,0,46.1748242297168
5,4,0,3,20260725,M0_FIXED,road_edge,W1,30,82000,32757,0.399475609756098,0,0,0,0,46.1748242297168
5,4,0,3,20260725,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,46.1748242297168
5,4,0,3,20260725,M0_FIXED,grid_line,W2,25,64000,48383,0.755984375,0,0,0,0,55.4697563798546
5,4,0,3,20260725,M0_FIXED,grid_line,W2,50,64000,92,0.0014375,0,0,0,0,55.4697563798546
5,4,0,3,20260725,M0_FIXED,road_edge,W2,30,82000,43570,0.531341463414634,0,0,0,0,55.4697563798546
5,4,0,3,20260725,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,3,20260725,M0_FIXED,grid_line,W3,25,64000,40061,0.625953125,0,0,0,0,55.4927759888397
5,4,0,3,20260725,M0_FIXED,grid_line,W3,50,64000,84,0.0013125,0,0,0,0,55.4927759888397
5,4,0,3,20260725,M0_FIXED,road_edge,W3,30,82000,34967,0.426426829268293,0,0,0,0,55.4927759888397
5,4,0,3,20260725,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,55.4927759888397
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,46413,0.725203125,2549,0.039828125,2293,0.035828125,49.6007765503973
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,49.6007765503973
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,31700,0.386585365853659,3219,0.0392560975609756,4276,0.0521463414634146,49.6007765503973
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,49.6007765503973
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,48541,0.758453125,1616,0.02525,1458,0.02278125,57.4694875409071
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,111,0.001734375,23,0.000359375,4,6.25e-05,57.4694875409071
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,42500,0.518292682926829,1732,0.0211219512195122,2802,0.0341707317073171,57.4694875409071
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,57.4694875409071
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,39969,0.624515625,1227,0.019171875,1319,0.020609375,57.038567330972
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,111,0.001734375,30,0.00046875,3,4.6875e-05,57.038567330972
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,34453,0.420158536585366,1595,0.0194512195121951,2109,0.0257195121951219,57.038567330972
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,57.038567330972
2,6,0,3,20260725,M0_FIXED,grid_line,W1,25,64000,34,0.00053125,0,0,0,0,28.3896732715822
2,6,0,3,20260725,M0_FIXED,grid_line,W1,50,64000,0,0,0,0,0,0,28.3896732715822
2,6,0,3,20260725,M0_FIXED,road_edge,W1,30,82000,0,0,0,0,0,0,28.3896732715822
2,6,0,3,20260725,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,28.3896732715822
2,6,0,3,20260725,M0_FIXED,grid_line,W2,25,64000,546,0.00853125,0,0,0,0,45.9865692331152
2,6,0,3,20260725,M0_FIXED,grid_line,W2,50,64000,0,0,0,0,0,0,45.9865692331152
2,6,0,3,20260725,M0_FIXED,road_edge,W2,30,82000,328,0.004,0,0,0,0,45.9865692331152
2,6,0,3,20260725,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,45.9865692331152
2,6,0,3,20260725,M0_FIXED,grid_line,W3,25,64000,557,0.008703125,0,0,0,0,37.0298103400651
2,6,0,3,20260725,M0_FIXED,grid_line,W3,50,64000,0,0,0,0,0,0,37.0298103400651
2,6,0,3,20260725,M0_FIXED,road_edge,W3,30,82000,171,0.00208536585365854,0,0,0,0,37.0298103400651
2,6,0,3,20260725,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,37.0298103400651
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,45,0.000703125,12,0.0001875,1,1.5625e-05,28.3921228287327
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,28.3921228287327
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,0,0,0,0,0,0,28.3921228287327
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,28.3921228287327
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,518,0.00809375,30,0.00046875,58,0.00090625,50.3335504278758
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,4,6.25e-05,4,6.25e-05,0,0,50.3335504278758
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,296,0.00360975609756098,17,0.000207317073170732,49,0.000597560975609756,50.3335504278758
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,50.3335504278758
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,549,0.008578125,45,0.000703125,53,0.000828125,39.3044872549959
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,0,0,0,0,0,0,39.3044872549959
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,196,0.00239024390243902,41,0.0005,16,0.000195121951219512,39.3044872549959
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,39.3044872549959
2,1,0,3,20260725,M0_FIXED,grid_line,W1,25,64000,137,0.002140625,0,0,0,0,28.4511532298115
2,1,0,3,20260725,M0_FIXED,grid_line,W1,50,64000,0,0,0,0,0,0,28.4511532298115
2,1,0,3,20260725,M0_FIXED,road_edge,W1,30,82000,0,0,0,0,0,0,28.4511532298115
2,1,0,3,20260725,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,28.4511532298115
2,1,0,3,20260725,M0_FIXED,grid_line,W2,25,64000,616,0.009625,0,0,0,0,45.9865692331152
2,1,0,3,20260725,M0_FIXED,grid_line,W2,50,64000,0,0,0,0,0,0,45.9865692331152
2,1,0,3,20260725,M0_FIXED,road_edge,W2,30,82000,307,0.00374390243902439,0,0,0,0,45.9865692331152
2,1,0,3,20260725,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,45.9865692331152
2,1,0,3,20260725,M0_FIXED,grid_line,W3,25,64000,640,0.01,0,0,0,0,45.3853756454948
2,1,0,3,20260725,M0_FIXED,grid_line,W3,50,64000,0,0,0,0,0,0,45.3853756454948
2,1,0,3,20260725,M0_FIXED,road_edge,W3,30,82000,280,0.00341463414634146,0,0,0,0,45.3853756454948
2,1,0,3,20260725,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,45.3853756454948
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,138,0.00215625,20,0.0003125,19,0.000296875,29.6633047000963
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,29.6633047000963
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,0,0,0,0,0,0,29.6633047000963
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,29.6633047000963
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,616,0.009625,38,0.00059375,38,0.00059375,43.8684768158401
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,0,0,0,0,0,0,43.8684768158401
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,314,0.00382926829268293,22,0.000268292682926829,15,0.000182926829268293,43.8684768158401
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,43.8684768158401
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,629,0.009828125,61,0.000953125,72,0.001125,48.1657896491163
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,0,0,0,0,0,0,48.1657896491163
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,275,0.00335365853658537,25,0.000304878048780488,30,0.000365853658536585,48.1657896491163
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,48.1657896491163
4,4,0,3,20260725,M0_FIXED,grid_line,W1,25,64000,20116,0.3143125,0,0,0,0,45.9865692331152
4,4,0,3,20260725,M0_FIXED,grid_line,W1,50,64000,0,0,0,0,0,0,45.9865692331152
4,4,0,3,20260725,M0_FIXED,road_edge,W1,30,82000,3951,0.0481829268292683,0,0,0,0,45.9865692331152
4,4,0,3,20260725,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,45.9865692331152
4,4,0,3,20260725,M0_FIXED,grid_line,W2,25,64000,31374,0.49021875,0,0,0,0,55.4697563798546
4,4,0,3,20260725,M0_FIXED,grid_line,W2,50,64000,134,0.00209375,0,0,0,0,55.4697563798546
4,4,0,3,20260725,M0_FIXED,road_edge,W2,30,82000,20906,0.254951219512195,0,0,0,0,55.4697563798546
4,4,0,3,20260725,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
4,4,0,3,20260725,M0_FIXED,grid_line,W3,25,64000,24794,0.38740625,0,0,0,0,55.4927759888397
4,4,0,3,20260725,M0_FIXED,grid_line,W3,50,64000,87,0.001359375,0,0,0,0,55.4927759888397
4,4,0,3,20260725,M0_FIXED,road_edge,W3,30,82000,16753,0.20430487804878,0,0,0,0,55.4927759888397
4,4,0,3,20260725,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,55.4927759888397
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,20421,0.319078125,3224,0.050375,2919,0.045609375,48.0097385403303
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,0,0,0,0,0,0,48.0097385403303
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,4202,0.0512439024390244,688,0.00839024390243902,437,0.00532926829268293,48.0097385403303
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,48.0097385403303
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,31038,0.48496875,1835,0.028671875,2171,0.033921875,55.7444170082692
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,126,0.00196875,0,0,8,0.000125,55.7444170082692
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,20091,0.245012195121951,1120,0.0136585365853659,1935,0.0235975609756098,55.7444170082692
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,55.7444170082692
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,24686,0.38571875,1473,0.023015625,1581,0.024703125,55.7998800315382
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,82,0.00128125,2,3.125e-05,7,0.000109375,55.7998800315382
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,16676,0.203365853658537,1193,0.0145487804878049,1270,0.0154878048780488,55.7998800315382
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,55.7998800315382
6,7,0,3,20260725,M0_FIXED,grid_line,W1,25,64000,41448,0.647625,0,0,0,0,55.2436058969241
6,7,0,3,20260725,M0_FIXED,grid_line,W1,50,64000,47,0.000734375,0,0,0,0,55.2436058969241
6,7,0,3,20260725,M0_FIXED,road_edge,W1,30,82000,21074,0.257,0,0,0,0,55.2436058969241
6,7,0,3,20260725,M0_FIXED,road_edge,W1,60,82000,0,0,0,0,0,0,55.2436058969241
6,7,0,3,20260725,M0_FIXED,grid_line,W2,25,64000,41927,0.655109375,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,grid_line,W2,50,64000,455,0.007109375,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,road_edge,W2,30,82000,29128,0.355219512195122,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,grid_line,W3,25,64000,38770,0.60578125,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,grid_line,W3,50,64000,205,0.003203125,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,road_edge,W3,30,82000,27545,0.335914634146341,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M0_FIXED,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,25,64000,41985,0.656015625,2568,0.040125,2031,0.031734375,56.5260341446114
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W1,50,64000,48,0.00075,3,4.6875e-05,2,3.125e-05,56.5260341446114
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,30,82000,21107,0.25740243902439,2306,0.0281219512195122,2273,0.027719512195122,56.5260341446114
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W1,60,82000,0,0,0,0,0,0,56.5260341446114
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,25,64000,41731,0.652046875,1769,0.027640625,1965,0.030703125,59.620524852749
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W2,50,64000,487,0.007609375,56,0.000875,24,0.000375,59.620524852749
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,30,82000,29310,0.357439024390244,1907,0.0232560975609756,1725,0.0210365853658537,59.620524852749
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W2,60,82000,0,0,0,0,0,0,59.620524852749
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,25,64000,38965,0.608828125,1777,0.027765625,1582,0.02471875,57.7592185713654
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,grid_line,W3,50,64000,200,0.003125,35,0.000546875,40,0.000625,57.7592185713654
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,30,82000,27547,0.335939024390244,1896,0.0231219512195122,1894,0.0230975609756098,57.7592185713654
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,road_edge,W3,60,82000,0,0,0,0,0,0,57.7592185713654
