N,metric,value_mean_across_states_seeds,value_p05,value_median,value_p95,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_mean,relative_error_p95,relative_error_max,seed_std_mean_across_states,seed_std_p95_across_states,seed_std_max_across_states,worst_error_a0,worst_error_loc0,worst_error_seed_id,worst_absolute_error
500,D_mean_kg,178.806514417676,1.25248888525216,160.590240842266,470.27302730273,4.39499222649539,3.12944021674974,11.6319450126831,17.5887406922507,0.11067435115405,0.575314202404275,1.23813112283346,4.50357112772821,10.1622579944511,12.6924519734273,6,4,1,17.5887406922507
500,D_q95_kg,376.931199613468,0,473.774650192292,607.969887897881,9.05804866200906,0,56.1874369255108,72.007200720072,0.0383470364658113,0.18809980806142,0.30625,11.655887809969,56.6229069842917,68.1051230118724,3,3,3,72.007200720072
500,D_q99_kg,444.106748337172,0,607.969887897881,607.969887897881,15.4794700249246,0,81.5536099064452,121.921283037395,0.12290791242183,1,1,14.1421007894025,76.6849464763137,78.8949308196281,2,2,1,121.921283037395
500,full_loss_probability,0.0535047619047619,0,0.012,0.222,0.00557333333333333,0.00233333333333334,0.0234,0.043,0.468271398146145,1.22222222222222,3.09090909090909,0.00650928191622999,0.0230072452356499,0.0343122912865541,6,3,3,0.043
500,D_upper_bound_hit_share,0.0535047619047619,0,0.012,0.222,0.00557333333333333,0.00233333333333334,0.0234,0.043,0.468271398146145,1.22222222222222,3.09090909090909,0.00650928191622999,0.0230072452356499,0.0343122912865541,6,3,3,0.043
500,A0_pair_share,0.0794494468494469,0,0.0336969696969697,0.27379797979798,0.00374911335577995,0.00147609427609417,0.0149952861952838,0.0244531986531985,0.234469293640214,1,1.27363382528919,0.00376490136190284,0.0136841002579915,0.0164377305245423,4,4,3,0.0244531986531985
500,reachable_pair_share,0.920550553150553,0.72620202020202,0.96630303030303,1,0.00374911335578003,0.00147609427609774,0.014995286195281,0.0244531986532019,0.00444773526924289,0.0198939978752002,0.0274514453454719,0.00376490136190284,0.0136841002579914,0.0164377305245423,4,4,3,0.0244531986532019
500,C_reachable_mean_km,20.293308950444,19.0157671662437,19.8648558646754,22.9610185329937,0.0708111437910521,0.0356120641366644,0.24171887884917,0.480626266846798,0.00333248808538844,0.011480600719581,0.0208161284774377,0.086518008916241,0.260973989948078,0.302488594031655,6,3,1,0.480626266846798
500,C_reachable_q95_km,23.8572205587634,19.0137618887991,23.3420351343613,31.440147209985,0.280183358534966,0.181257987635465,0.839290107560938,1.13252792987455,0.0108200129270079,0.0328133062435626,0.0404910000409461,0.29730131173812,0.783748648878344,0.877040897763636,5,1,3,1.13252792987455
500,W3_failed_lines_mean,5.36476190476191,0.04,4.55,14.772,0.151067301587302,0.0975333333333332,0.460333333333333,0.747466666666666,0.0996046867691579,0.509345794392523,0.702479338842975,0.166529075134108,0.457044126243116,0.47501298227873,6,5,1,0.747466666666666
500,W3_failed_lines_q95,13.4,0,15,27,0.628571428571429,1,2,3,0.0711090708994275,0.333333333333333,0.5,0.705770406557557,2.08166599946613,2.08166599946613,3,2,3,3
500,W3_closed_roads_mean,2.97721904761905,0.006,1.932,9.326,0.123555555555556,0.0663333333333336,0.431333333333333,0.681866666666667,0.173300194901428,0.666666666666667,1,0.140384348559819,0.439290336793333,0.591246141636459,4,4,3,0.681866666666667
500,W3_closed_roads_q95,9.03809523809524,0,9,21,0.495238095238095,0,2,3,0.0955995801584037,0.5,1,0.574467759353512,1.52752523165195,2.08166599946613,4,4,3,3
1000,D_mean_kg,178.085325415658,1.45105419632872,163.022938657502,464.350162288956,3.04494206996455,1.99378119630142,8.21409413668812,11.33355153697,0.0787813457215188,0.367245209221252,0.766279473240693,3.29974340758103,8.80822282852267,10.0215087335544,4,1,3,11.33355153697
1000,D_q95_kg,376.606491818013,0,503.232141395958,607.969887897881,6.86821928946141,0,34.9125821673076,70.6434279791615,0.0315951572284779,0.153550863723608,0.328125,8.45251401595649,45.9783596665968,46.7986718528068,3,3,1,70.6434279791615
1000,D_q99_kg,446.358921606446,0,607.969887897881,607.969887897881,11.3829564774659,0,45.8227640945913,96.009600960096,0.104640785296911,0.785714285714286,1,11.7018819121616,51.1616576393349,72.2950495413879,2,1,3,96.009600960096
1000,full_loss_probability,0.0533238095238095,0,0.015,0.223,0.00455047619047619,0.002,0.0192,0.0266,0.386227754219161,1,2.75,0.00544779176043893,0.0219393102292058,0.0265769323537035,5,3,1,0.0266
1000,D_upper_bound_hit_share,0.0533238095238095,0,0.015,0.223,0.00455047619047619,0.002,0.0192,0.0266,0.386227754219161,1,2.75,0.00544779176043893,0.0219393102292058,0.0265769323537035,5,3,1,0.0266
1000,A0_pair_share,0.0789598845598846,9.84848484848485e-05,0.0340782828282828,0.272116161616162,0.00234219977553315,0.000934511784511833,0.00838501683501615,0.0128277777777784,0.181401382568768,0.928571428571429,1.66997708174179,0.00267885333623524,0.00773088824661553,0.0107893805150299,5,5,1,0.0128277777777784
1000,reachable_pair_share,0.921040115440115,0.727883838383838,0.965921717171717,0.999901515151515,0.00234219977553298,0.000934511784510428,0.00838501683501292,0.0128277777777814,0.00272415384982702,0.00960609365048849,0.0171488441397691,0.00267885333623527,0.00773088824661558,0.0107893805150299,5,5,1,0.0128277777777814
1000,C_reachable_mean_km,20.2860568399493,19.0176769814548,19.9179531881941,22.8469817081849,0.0436476039862125,0.0159863906997479,0.179106790782921,0.298663669553175,0.00205082965026165,0.00775359556929563,0.0143570308155942,0.0591721635770157,0.216739570201448,0.216994738867904,6,7,3,0.298663669553175
1000,C_reachable_q95_km,23.8903807542655,19.0137618887991,23.538536175067,31.6181567802483,0.205683564997,0.126110616655691,0.60846997480693,0.91207906828857,0.00785887943025552,0.0245537291879311,0.0313398428066503,0.245380609032184,0.684839368812109,0.776700838257557,6,6,3,0.91207906828857
1000,W3_failed_lines_mean,5.34240952380952,0.044,4.594,14.67,0.112554920634921,0.0838666666666666,0.361000000000001,0.456066666666667,0.0818309391596033,0.41340782122905,0.649532710280374,0.131452721028081,0.267624737272174,0.287209563443374,4,4,3,0.456066666666667
1000,W3_failed_lines_q95,13.3809523809524,0,15,27,0.476190476190476,0,1,2,0.0507125431898602,0.166666666666667,0.333333333333333,0.429277302225908,1.52752523165195,1.52752523165195,3,2,3,2
1000,W3_closed_roads_mean,2.96013333333333,0.011,1.959,9.261,0.0862514285714285,0.0461333333333336,0.291733333333333,0.4414,0.136462079551325,0.597402597402597,0.983471074380165,0.104852522308969,0.255773988773944,0.297143624083259,6,5,1,0.4414
1000,W3_closed_roads_q95,9.05714285714286,0,9,21,0.323809523809524,0,1,2,0.0696101012277483,0.5,1,0.329914439536929,0.577350269189626,1.15470053837925,4,3,2,2
2000,D_mean_kg,178.499552552658,1.77004064042768,166.59411395685,464.067179445216,2.10795027554716,1.65265617470953,5.95312258498591,7.21141205029406,0.0586630373834242,0.329532234123641,0.694775367227904,2.2886542824009,5.92561924666416,6.23733329122131,4,1,3,7.21141205029406
2000,D_q95_kg,377.889737025651,0,501.595614106865,607.969887897881,4.55629978582274,0,29.1847366554837,42.004200420042,0.024714633652572,0.137992831541219,0.328125,5.43578945253617,28.0570624654988,45.1236384323974,3,1,2,42.004200420042
2000,D_q99_kg,450.572329960269,21.2748547582031,607.969887897881,607.969887897881,7.56439280291665,0,39.2766549382211,68.7341461418869,0.074156444214033,0.387755102040816,1.84615384615385,10.5840575531441,47.6938450086341,59.5582108109651,4,7,1,68.7341461418869
2000,full_loss_probability,0.0533761904761905,0,0.0185,0.2235,0.00246698412698413,0.0008,0.00936666666666666,0.0166666666666667,0.372474234046051,1,6.5,0.00312809458131467,0.0127671453348037,0.016750621879003,6,2,1,0.0166666666666667
2000,D_upper_bound_hit_share,0.0533761904761905,0,0.0185,0.2235,0.00246698412698413,0.0008,0.00936666666666666,0.0166666666666667,0.372474234046051,1,6.5,0.00312809458131467,0.0127671453348037,0.016750621879003,6,2,1,0.0166666666666667
2000,A0_pair_share,0.0791075998075999,0.000244949494949495,0.0359861111111111,0.278506313131313,0.0016762065095397,0.00113358585858303,0.00584158249158589,0.00726759259259253,0.144919582839523,0.575768667642752,0.911001556824079,0.00163762645035301,0.00387827140888923,0.00697279669121881,4,4,3,0.00726759259259253
2000,reachable_pair_share,0.9208924001924,0.721493686868688,0.964013888888889,0.999755050505051,0.00167620650953959,0.00113358585858181,0.00584158249158673,0.00726759259259557,0.00194681076961585,0.00739744607572314,0.00969009234515175,0.00163762645035302,0.00387827140888941,0.00697279669121877,4,4,3,0.00726759259259557
2000,C_reachable_mean_km,20.2837492012408,19.0198924554996,19.8939930219841,22.9008159688531,0.0304515634013702,0.0169702037723773,0.104577576171657,0.135772539126791,0.00143113344446573,0.00452719982144617,0.00588036654074942,0.0406732071223179,0.14879802361939,0.156402431942971,6,3,1,0.135772539126791
2000,C_reachable_q95_km,23.8949121147947,19.0137618887991,23.4954656513363,31.7694115114597,0.137975091088258,0.0890074193951627,0.458511461225847,0.594849030749746,0.00537362130536212,0.0166440602755906,0.0202728298962126,0.180737800759342,0.494965697525776,0.502861478690792,6,2,2,0.594849030749746
2000,W3_failed_lines_mean,5.34798571428571,0.05,4.596,14.7485,0.0715025396825397,0.0523999999999996,0.213033333333333,0.282066666666666,0.0599575311950263,0.23182173573104,0.652892561983471,0.0762131140032336,0.158622455325005,0.163971288137081,4,4,3,0.282066666666666
2000,W3_failed_lines_q95,13.4857142857143,0,15,27,0.276190476190476,0,1,1,0.0301360256161742,0.166666666666667,0.166666666666667,0.255091520865015,1,1,3,1,1,1
2000,W3_closed_roads_mean,2.96293333333333,0.0125,1.994,9.3165,0.0569498412698413,0.0338333333333333,0.186166666666667,0.229533333333334,0.0890767280755168,0.395734597156398,0.567164179104478,0.0609792530196335,0.149852427407766,0.182219876339914,6,1,3,0.229533333333334
2000,W3_closed_roads_q95,9.06666666666667,0,9,21,0.257142857142857,0,1,2,0.056594052210568,0.5,1,0.259511536247279,1,1.15470053837925,4,3,2,2
5000,D_mean_kg,178.410638466444,1.64661920737528,162.548182090936,464.439680331668,1.17297426712359,0.859467764958293,3.54995499550122,5.26418096354973,0.0330112702897889,0.13853528765398,0.33397520760621,1.41099225054166,3.13528243931602,3.89264899763949,6,7,1,5.26418096354973
5000,D_q95_kg,378.188468197469,0,492.321959468674,607.969887897881,3.2133083438214,0,19.6383274691105,32.7305457818509,0.0180192059456115,0.0784671532846714,0.225,3.85383833228296,21.6079451439744,31.91577879892,3,1,1,32.7305457818509
5000,D_q99_kg,451.652957503543,30.2757548482121,607.969887897881,607.969887897881,6.0473579825515,0,33.003300330033,68.7341461418869,0.0464164062684698,0.288461538461538,0.785714285714286,7.13656740246696,42.0855936982482,45.0325936654657,4,7,1,68.7341461418869
5000,full_loss_probability,0.0537790476190476,0,0.0174,0.2302,0.00131555555555556,0.000466666666666667,0.00486666666666666,0.0128666666666666,0.21440621049164,1,2,0.00207848309839701,0.00871550342780036,0.00979999999999998,6,2,1,0.0128666666666666
5000,D_upper_bound_hit_share,0.0537790476190476,0,0.0174,0.2302,0.00131555555555556,0.000466666666666667,0.00486666666666666,0.0128666666666666,0.21440621049164,1,2,0.00207848309839701,0.00871550342780036,0.00979999999999998,6,2,1,0.0128666666666666
5000,A0_pair_share,0.0792104088504088,0.000262626262626263,0.0389686868686869,0.283136868686868,0.000930251723584902,0.000571212121210196,0.00329292929292721,0.00469259259259139,0.0659749744647053,0.293554562858966,0.467222884386174,0.00104478366965487,0.00291272440442105,0.00413146473629611,6,6,2,0.00469259259259139
5000,reachable_pair_share,0.920789591149593,0.716863131313134,0.961031313131316,0.999737373737374,0.000930251723584975,0.000571212121209475,0.00329292929292813,0.00469259259259225,0.00109204555447122,0.00382834036584636,0.0056639230954796,0.0010447836696549,0.00291272440442142,0.00413146473629656,6,6,2,0.00469259259259225
5000,C_reachable_mean_km,20.2770312756511,19.0201935949883,19.9172007964932,22.924344611212,0.0168719217662039,0.00859958953067874,0.0569700108988478,0.106116128251028,0.000799049195644988,0.00251316539372313,0.00491264342632306,0.0248513246029631,0.0705255392752017,0.120345199075029,5,1,3,0.106116128251028
5000,C_reachable_q95_km,23.8897883809681,19.0137618887991,23.6133719406787,32.0534046299801,0.0797156557956345,0.0452039504238897,0.277606940419123,0.315330571559286,0.00310611875601319,0.00957191254927845,0.0110775927624756,0.11149870679539,0.282748207613645,0.32746741841119,5,3,1,0.315330571559286
5000,W3_failed_lines_mean,5.34570857142857,0.0554,4.595,14.819,0.0428342857142857,0.029399999999999,0.127733333333333,0.211066666666667,0.0332485566041583,0.14441416893733,0.334431630971993,0.0511086035123329,0.124516558470483,0.163704652754079,6,7,1,0.211066666666667
5000,W3_failed_lines_q95,13.4952380952381,0,16,27,0.133333333333333,0,1,1,0.0178682078892163,0.166666666666667,0.2,0.214444385699004,0.577350269189626,0.577350269189626,3,1,1,1
5000,W3_closed_roads_mean,2.96276571428571,0.0158,2.0072,9.498,0.0296977777777778,0.0174666666666665,0.1018,0.128533333333333,0.0461227089616936,0.198757763975155,0.425974025974026,0.0342053825750522,0.110105827880877,0.127314466316022,6,6,2,0.128533333333333
5000,W3_closed_roads_q95,9.11428571428571,0,10,22,0.114285714285714,0,1,1,0.0253843378843379,0.142857142857143,0.5,0.197948663722157,0.577350269189626,0.577350269189626,3,1,1,1
10000,D_mean_kg,178.639744753695,1.66088427024521,163.282382783732,463.72762730818,0.707049492828127,0.560165107425348,1.87896971515841,3.3920482957387,0.0172532424400048,0.0900538462486289,0.149069478248855,0.802406116394403,1.95411456314144,2.89107361638385,5,7,3,3.3920482957387
10000,D_q95_kg,379.097650024743,0,492.867468565038,607.969887897881,1.51963248272879,0,7.36437280091644,18.5473092763822,0.00780317471195102,0.0606826801517068,0.075,2.47359598119506,11.3916528346881,22.3392469022647,3,1,3,18.5473092763822
10000,D_q99_kg,452.889444788635,33.5488094263972,607.969887897881,607.969887897881,2.32231015309323,0,9.81916373455533,40.0949185827674,0.0270613562692397,0.153846153846154,0.777777777777778,3.4348066824512,16.386473401385,18.0024889409533,2,2,3,40.0949185827674
10000,full_loss_probability,0.0541133333333333,0,0.0172,0.2267,0.000702539682539682,0.000266666666666667,0.00276666666666667,0.00383333333333334,0.0895503730193893,0.5,0.5,0.00165450173876173,0.00548117992163487,0.00906439922627713,6,7,3,0.00383333333333334
10000,D_upper_bound_hit_share,0.0541133333333333,0,0.0172,0.2267,0.000702539682539682,0.000266666666666667,0.00276666666666667,0.00383333333333334,0.0895503730193893,0.5,0.5,0.00165450173876173,0.00548117992163487,0.00906439922627713,6,7,3,0.00383333333333334
10000,A0_pair_share,0.0793622751322748,0.000250252525252525,0.0387361111111112,0.280451515151513,0.000440814494147883,0.000209848484848484,0.00153939393939295,0.00211001683501763,0.0340100502007106,0.154743687834736,0.251529051987768,0.000676570448026789,0.00187877610668444,0.00203269292374077,5,1,3,0.00211001683501763
10000,reachable_pair_share,0.920637724867727,0.71954848484849,0.961263888888892,0.999749747474748,0.0004408144941478,0.000209848484848285,0.00153939393939351,0.00211001683501677,0.0005210209836617,0.00185240059134247,0.00248725809834836,0.000676570448026765,0.00187877610668453,0.00203269292374063,5,1,3,0.00211001683501677
10000,C_reachable_mean_km,20.2816563578492,19.0197119465925,19.9260105126428,22.9713878594946,0.00803925956723673,0.00369780031387279,0.0267898194159635,0.0517244341634537,0.000380476569334428,0.00125307555580801,0.002283365605758,0.0168705673439486,0.0795224435098875,0.0847332330830223,6,1,3,0.0517244341634537
10000,C_reachable_q95_km,23.9094220660951,19.0137618887991,23.6417003466312,32.0518720877425,0.0314581299581407,0.0181879132826595,0.107515796929512,0.220072555884187,0.0012332600497636,0.00392243055518977,0.00899450503416132,0.0751093821943405,0.230168336743631,0.241943179132564,5,7,3,0.220072555884187
10000,W3_failed_lines_mean,5.35848380952381,0.0518,4.6023,14.8431,0.0217530158730159,0.0128333333333334,0.0673666666666666,0.0996666666666668,0.0180098617410585,0.0857843137254903,0.188084112149533,0.0299768995075524,0.082356926444188,0.0842352855597542,6,7,1,0.0996666666666668
10000,W3_failed_lines_q95,13.5809523809524,0,16,27,0.0476190476190476,0,0,1,0.00383466783842724,0.0357142857142857,0.142857142857143,0.0824786098842323,0.577350269189626,0.577350269189626,3,2,1,1
10000,W3_closed_roads_mean,2.96804571428571,0.0153,2.0102,9.484,0.016352380952381,0.00779999999999997,0.0519333333333343,0.0755333333333335,0.024435404648678,0.117647058823529,0.211688311688312,0.0212338047729159,0.0598658778715669,0.0820406200204103,6,7,1,0.0755333333333335
10000,W3_closed_roads_q95,9.15238095238095,0,10,22,0.0952380952380952,0,1,1,0.0214653810242046,0.1,0.5,0.148461497791618,0.577350269189626,0.577350269189626,3,1,1,1
15000,D_mean_kg,178.533574915932,1.71084381165389,162.584876669484,464.608406295174,0,0,0,0,0,0,0,0.427242669749007,1.01685754388415,1.87312362576188,2,1,1,0
15000,D_q95_kg,379.536654964198,0,497.777050432316,607.969887897881,0,0,0,0,0,0,0,1.33555399924067,6.85875104330152,9.11179831900829,2,1,1,0
15000,D_q99_kg,451.450339839179,24.5479093363882,607.969887897881,607.969887897881,0,0,0,0,0,0,0,1.49470882351318,7.55058949422017,8.50364523804373,2,1,1,0
15000,full_loss_probability,0.0540228571428571,0,0.0172666666666667,0.229,0,0,0,0,0,0,0,0.00136970948837445,0.00401497197997696,0.0085541412972509,2,1,1,0
15000,D_upper_bound_hit_share,0.0540228571428571,0,0.0172666666666667,0.229,0,0,0,0,0,0,0,0.00136970948837445,0.00401497197997696,0.0085541412972509,2,1,1,0
15000,A0_pair_share,0.0792347603014264,0.000261447811447811,0.03836531986532,0.279702188552186,0,0,0,0,0,0,0,0.000383995431676572,0.00147878700036676,0.00206975081256756,2,1,1,0
15000,reachable_pair_share,0.920765239698575,0.720297811447816,0.961634680134683,0.999738552188552,0,0,0,0,0,0,0,0.000383995431676612,0.00147878700036697,0.00206975081256741,2,1,1,0
15000,C_reachable_mean_km,20.2817838946201,19.0208746099465,19.9256365711373,23.0204125317577,0,0,0,0,0,0,0,0.0126388371925391,0.0422767435543798,0.0576449382808982,2,1,1,0
15000,C_reachable_q95_km,23.9137269293816,19.0137618887991,23.6600676628071,32.0315242932932,0,0,0,0,0,0,0,0.0619153467372444,0.179329275693701,0.205452989011102,2,1,1,0
15000,W3_failed_lines_mean,5.35440444444444,0.0551333333333333,4.58113333333333,14.8491333333333,0,0,0,0,0,0,0,0.0133368496883037,0.035603329016218,0.0421260718074438,2,1,1,0
15000,W3_failed_lines_q95,13.5714285714286,0,16,28,0,0,0,0,0,0,0,0.0659828879073858,0.577350269189626,0.577350269189626,2,1,1,0
15000,W3_closed_roads_mean,2.9653346031746,0.017,2.0038,9.46893333333333,0,0,0,0,0,0,0,0.0105894837957317,0.0313217945656826,0.0430197370723923,2,1,1,0
15000,W3_closed_roads_q95,9.11428571428571,0,10,22,0,0,0,0,0,0,0,0.0659828879073858,0.577350269189626,0.577350269189626,2,1,1,0
