initial_state_id,a0,loc0,lfw0,metric,original_value,aggregated_value,absolute_error,relative_error,machine_precision_tolerance,aggregation_method,preservation_pass
1,2,1,0,D_mean_kg,3.09807344370801,3.09807344370801,1.77635683940025e-15,5.73374670315812e-16,3.09807344370801e-13,class-weighted mean,1
1,2,1,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
1,2,1,0,D_q99_kg,125.205247797507,125.205247797507,0,0,1.25205247797507e-11,count-preserving linear order statistic,1
1,2,1,0,D_upper_bound_hit_share,6.66666666666667e-05,6.66666666666667e-05,0,0,1e-13,class-weighted mean,1
1,2,1,0,A0_pair_share_W1_W2_W3,0.00044006734006734,0.00044006734006734,0,0,1e-13,class mean retained,1
1,2,1,0,A0_share_WDRO_aggregated_atom,0.00092020202020202,0.00092020202020202,1.0842021724855e-19,1.0842021724855e-19,1e-13,representative invariant,1
1,2,1,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
1,2,1,0,scenario_any_A0_WDRO_atom,0.0038,0.0038,1.30104260698261e-18,1.30104260698261e-18,1e-13,representative invariant,1
1,2,1,0,C_reachable_mean_WDRO_atom_km,19.0323021859102,19.0323021859113,1.10844666778576e-12,5.82402831227821e-14,1.90323021859102e-12,representative invariant,1
1,2,1,0,C_reachable_mean_W1_W2_W3_km,19.0249403463613,19.0249403463613,2.8421709430404e-14,1.49391845193564e-15,1.90249403463613e-12,class mean retained,1
1,2,1,0,W3_failed_line_count_mean,0.0862,0.0862,0,0,1e-13,class mean retained,1
1,2,1,0,W3_closed_road_count_mean,0.0292666666666667,0.0292666666666667,3.46944695195361e-18,3.46944695195361e-18,1e-13,class mean retained,1
1,2,1,0,weight_sum,0.999999999999968,0.999999999999999,3.14193115968919e-14,3.14193115968919e-14,1e-13,class weights,1
2,2,2,0,D_mean_kg,3.15366082062752,3.15366082062752,1.77635683940025e-15,5.63268195419566e-16,3.15366082062752e-13,class-weighted mean,1
2,2,2,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
2,2,2,0,D_q99_kg,121.921283037395,121.921283037395,0,0,1.21921283037395e-11,count-preserving linear order statistic,1
2,2,2,0,D_upper_bound_hit_share,0,0,0,0,1e-13,class-weighted mean,1
2,2,2,0,A0_pair_share_W1_W2_W3,0.000423400673400673,0.000423400673400673,1.0842021724855e-19,1.0842021724855e-19,1e-13,class mean retained,1
2,2,2,0,A0_share_WDRO_aggregated_atom,0.000846464646464646,0.000846464646464646,0,0,1e-13,representative invariant,1
2,2,2,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
2,2,2,0,scenario_any_A0_WDRO_atom,0.00426666666666667,0.00426666666666667,8.67361737988404e-19,8.67361737988404e-19,1e-13,representative invariant,1
2,2,2,0,C_reachable_mean_WDRO_atom_km,19.0324874081666,19.0324874081677,1.11555209514336e-12,5.86130478491575e-14,1.90324874081666e-12,representative invariant,1
2,2,2,0,C_reachable_mean_W1_W2_W3_km,19.0240015269623,19.0240015269624,3.90798504668055e-14,2.05423924148757e-15,1.90240015269623e-12,class mean retained,1
2,2,2,0,W3_failed_line_count_mean,0.0828666666666667,0.0828666666666667,1.38777878078145e-17,1.38777878078145e-17,1e-13,class mean retained,1
2,2,2,0,W3_closed_road_count_mean,0.0252,0.0252,0,0,1e-13,class mean retained,1
2,2,2,0,weight_sum,0.999999999999968,0.999999999999999,3.14193115968919e-14,3.14193115968919e-14,1e-13,class weights,1
3,2,3,0,D_mean_kg,2.7717680858995,2.7717680858995,1.77635683940025e-15,6.40874988220302e-16,2.7717680858995e-13,class-weighted mean,1
3,2,3,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
3,2,3,0,D_q99_kg,93.8275645746393,93.8275645746393,0,0,9.38275645746393e-12,count-preserving linear order statistic,1
3,2,3,0,D_upper_bound_hit_share,6.66666666666667e-05,6.66666666666667e-05,0,0,1e-13,class-weighted mean,1
3,2,3,0,A0_pair_share_W1_W2_W3,0.000324410774410774,0.000324410774410774,0,0,1e-13,class mean retained,1
3,2,3,0,A0_share_WDRO_aggregated_atom,0.000669191919191919,0.000669191919191919,0,0,1e-13,representative invariant,1
3,2,3,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
3,2,3,0,scenario_any_A0_WDRO_atom,0.0026,0.0026,8.67361737988404e-19,8.67361737988404e-19,1e-13,representative invariant,1
3,2,3,0,C_reachable_mean_WDRO_atom_km,19.0300393161969,19.030039316198,1.10489395410696e-12,5.80605187277021e-14,1.90300393161969e-12,representative invariant,1
3,2,3,0,C_reachable_mean_W1_W2_W3_km,19.0239451675436,19.0239451675436,1.77635683940025e-14,9.33747876035125e-16,1.90239451675436e-12,class mean retained,1
3,2,3,0,W3_failed_line_count_mean,0.0702,0.0702,0,0,1e-13,class mean retained,1
3,2,3,0,W3_closed_road_count_mean,0.0214666666666667,0.0214666666666667,0,0,1e-13,class mean retained,1
3,2,3,0,weight_sum,0.999999999999968,0.999999999999999,3.14193115968919e-14,3.14193115968919e-14,1e-13,class weights,1
4,2,4,0,D_mean_kg,2.79378846975607,2.79378846975607,0,0,2.79378846975607e-13,class-weighted mean,1
4,2,4,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
4,2,4,0,D_q99_kg,94.383983852931,94.383983852931,0,0,9.4383983852931e-12,count-preserving linear order statistic,1
4,2,4,0,D_upper_bound_hit_share,0.000133333333333333,0.000133333333333333,0,0,1e-13,class-weighted mean,1
4,2,4,0,A0_pair_share_W1_W2_W3,0.000424242424242424,0.000424242424242424,0,0,1e-13,class mean retained,1
4,2,4,0,A0_share_WDRO_aggregated_atom,0.000862626262626263,0.000862626262626263,1.0842021724855e-19,1.0842021724855e-19,1e-13,representative invariant,1
4,2,4,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
4,2,4,0,scenario_any_A0_WDRO_atom,0.00413333333333333,0.00413333333333333,8.67361737988404e-19,8.67361737988404e-19,1e-13,representative invariant,1
4,2,4,0,C_reachable_mean_WDRO_atom_km,19.036127645933,19.0361276459342,1.11199938146456e-12,5.8415209340232e-14,1.9036127645933e-12,representative invariant,1
4,2,4,0,C_reachable_mean_W1_W2_W3_km,19.0274348649093,19.0274348649094,2.1316282072803e-14,1.12029194813405e-15,1.90274348649093e-12,class mean retained,1
4,2,4,0,W3_failed_line_count_mean,0.0838666666666667,0.0838666666666667,0,0,1e-13,class mean retained,1
4,2,4,0,W3_closed_road_count_mean,0.0274,0.0274,0,0,1e-13,class mean retained,1
4,2,4,0,weight_sum,0.999999999999968,1,3.15303338993544e-14,3.15303338993544e-14,1e-13,class weights,1
5,2,5,0,D_mean_kg,1.75353899026266,1.75353899026266,2.22044604925031e-16,1.2662655701301e-16,1.75353899026266e-13,class-weighted mean,1
5,2,5,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
5,2,5,0,D_q99_kg,45.8227640945913,45.8227640945913,0,0,4.58227640945913e-12,count-preserving linear order statistic,1
5,2,5,0,D_upper_bound_hit_share,0,0,0,0,1e-13,class-weighted mean,1
5,2,5,0,A0_pair_share_W1_W2_W3,0.000298821548821549,0.000298821548821549,0,0,1e-13,class mean retained,1
5,2,5,0,A0_share_WDRO_aggregated_atom,0.000671717171717172,0.000671717171717172,1.0842021724855e-19,1.0842021724855e-19,1e-13,representative invariant,1
5,2,5,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
5,2,5,0,scenario_any_A0_WDRO_atom,0.00286666666666667,0.00286666666666667,8.67361737988404e-19,8.67361737988404e-19,1e-13,representative invariant,1
5,2,5,0,C_reachable_mean_WDRO_atom_km,19.0256426970793,19.0256426970804,1.12621023617976e-12,5.91943333589803e-14,1.90256426970793e-12,representative invariant,1
5,2,5,0,C_reachable_mean_W1_W2_W3_km,19.0207603965515,19.0207603965516,3.19744231092045e-14,1.68102759524806e-15,1.90207603965515e-12,class mean retained,1
5,2,5,0,W3_failed_line_count_mean,0.0570666666666667,0.0570666666666667,0,0,1e-13,class mean retained,1
5,2,5,0,W3_closed_road_count_mean,0.0179333333333333,0.0179333333333333,3.46944695195361e-18,3.46944695195361e-18,1e-13,class mean retained,1
5,2,5,0,weight_sum,0.999999999999968,1,3.1641356201817e-14,3.1641356201817e-14,1e-13,class weights,1
6,2,6,0,D_mean_kg,1.54488176090336,1.54488176090336,4.44089209850063e-16,2.87458381015764e-16,1.54488176090336e-13,class-weighted mean,1
6,2,6,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
6,2,6,0,D_q99_kg,22.9277473201869,22.9277473201869,0,0,2.29277473201869e-12,count-preserving linear order statistic,1
6,2,6,0,D_upper_bound_hit_share,0,0,0,0,1e-13,class-weighted mean,1
6,2,6,0,A0_pair_share_W1_W2_W3,0.000212962962962963,0.000212962962962963,0,0,1e-13,class mean retained,1
6,2,6,0,A0_share_WDRO_aggregated_atom,0.000499494949494949,0.00049949494949495,2.16840434497101e-19,2.16840434497101e-19,1e-13,representative invariant,1
6,2,6,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
6,2,6,0,scenario_any_A0_WDRO_atom,0.002,0.002,4.33680868994202e-19,4.33680868994202e-19,1e-13,representative invariant,1
6,2,6,0,C_reachable_mean_WDRO_atom_km,19.0257801754078,19.0257801754089,1.12621023617976e-12,5.91939056268226e-14,1.90257801754078e-12,representative invariant,1
6,2,6,0,C_reachable_mean_W1_W2_W3_km,19.0204478091665,19.0204478091665,1.4210854715202e-14,7.47135654101339e-16,1.90204478091665e-12,class mean retained,1
6,2,6,0,W3_failed_line_count_mean,0.0477333333333333,0.0477333333333333,0,0,1e-13,class mean retained,1
6,2,6,0,W3_closed_road_count_mean,0.0147333333333333,0.0147333333333333,1.73472347597681e-18,1.73472347597681e-18,1e-13,class mean retained,1
6,2,6,0,weight_sum,0.999999999999968,1,3.17523785042795e-14,3.17523785042795e-14,1e-13,class weights,1
7,2,7,0,D_mean_kg,1.03757648492122,1.03757648492122,0,0,1.03757648492122e-13,class-weighted mean,1
7,2,7,0,D_q95_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
7,2,7,0,D_q99_kg,0,0,0,0,1e-13,count-preserving linear order statistic,1
7,2,7,0,D_upper_bound_hit_share,0,0,0,0,1e-13,class-weighted mean,1
7,2,7,0,A0_pair_share_W1_W2_W3,0.000238720538720539,0.000238720538720539,0,0,1e-13,class mean retained,1
7,2,7,0,A0_share_WDRO_aggregated_atom,0.000506060606060606,0.000506060606060606,1.0842021724855e-19,1.0842021724855e-19,1e-13,representative invariant,1
7,2,7,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
7,2,7,0,scenario_any_A0_WDRO_atom,0.00166666666666667,0.00166666666666667,2.16840434497101e-19,2.16840434497101e-19,1e-13,representative invariant,1
7,2,7,0,C_reachable_mean_WDRO_atom_km,19.0207145552372,19.0207145552383,1.12621023617976e-12,5.92096702208103e-14,1.90207145552372e-12,representative invariant,1
7,2,7,0,C_reachable_mean_W1_W2_W3_km,19.0177563867776,19.0177563867776,1.77635683940025e-14,9.34051737372813e-16,1.90177563867776e-12,class mean retained,1
7,2,7,0,W3_failed_line_count_mean,0.0408,0.0408,0,0,1e-13,class mean retained,1
7,2,7,0,W3_closed_road_count_mean,0.014,0.014,1.73472347597681e-18,1.73472347597681e-18,1e-13,class mean retained,1
7,2,7,0,weight_sum,0.999999999999968,1,3.1641356201817e-14,3.1641356201817e-14,1e-13,class weights,1
8,3,1,0,D_mean_kg,40.857158443117,40.8571584431171,4.9737991503207e-14,1.21736296400677e-15,4.0857158443117e-12,class-weighted mean,1
8,3,1,0,D_q95_kg,291.356408368109,291.356408368109,0,0,2.91356408368109e-11,count-preserving linear order statistic,1
8,3,1,0,D_q99_kg,407.522570438863,407.522570438863,0,0,4.07522570438863e-11,count-preserving linear order statistic,1
8,3,1,0,D_upper_bound_hit_share,0.00206666666666667,0.00206666666666667,4.33680868994202e-19,4.33680868994202e-19,1e-13,class-weighted mean,1
8,3,1,0,A0_pair_share_W1_W2_W3,0.00460959595959596,0.00460959595959596,1.73472347597681e-18,1.73472347597681e-18,1e-13,class mean retained,1
8,3,1,0,A0_share_WDRO_aggregated_atom,0.00909696969696971,0.00909696969696969,2.25514051876985e-17,2.25514051876985e-17,1e-13,representative invariant,1
8,3,1,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
8,3,1,0,scenario_any_A0_WDRO_atom,0.0392,0.0391999999999999,1.31838984174237e-16,1.31838984174237e-16,1e-13,representative invariant,1
8,3,1,0,C_reachable_mean_WDRO_atom_km,19.2025067093408,19.2025067093417,9.69890834312537e-13,5.05085533359427e-14,1.92025067093408e-12,representative invariant,1
8,3,1,0,C_reachable_mean_W1_W2_W3_km,19.1377761535338,19.1377761535343,4.58300064565265e-13,2.39474043843197e-14,1.91377761535338e-12,class mean retained,1
8,3,1,0,W3_failed_line_count_mean,0.940933333333333,0.940933333333334,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
8,3,1,0,W3_closed_road_count_mean,0.283466666666667,0.283466666666666,2.22044604925031e-16,2.22044604925031e-16,1e-13,class mean retained,1
8,3,1,0,weight_sum,0.999999999999968,0.999999999999995,2.74225087082414e-14,2.74225087082414e-14,1e-13,class weights,1
9,3,2,0,D_mean_kg,42.6367364009127,42.6367364009129,1.77635683940025e-13,4.16625893383862e-15,4.26367364009127e-12,class-weighted mean,1
9,3,2,0,D_q95_kg,307.667130349399,307.667130349399,0,0,3.07667130349399e-11,count-preserving linear order statistic,1
9,3,2,0,D_q99_kg,405.313258598587,405.313258598587,0,0,4.05313258598587e-11,count-preserving linear order statistic,1
9,3,2,0,D_upper_bound_hit_share,0.002,0.002,0,0,1e-13,class-weighted mean,1
9,3,2,0,A0_pair_share_W1_W2_W3,0.00564545454545455,0.00564545454545455,3.46944695195361e-18,3.46944695195361e-18,1e-13,class mean retained,1
9,3,2,0,A0_share_WDRO_aggregated_atom,0.0105949494949495,0.0105949494949495,2.77555756156289e-17,2.77555756156289e-17,1e-13,representative invariant,1
9,3,2,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
9,3,2,0,scenario_any_A0_WDRO_atom,0.0423333333333333,0.0423333333333332,1.52655665885959e-16,1.52655665885959e-16,1e-13,representative invariant,1
9,3,2,0,C_reachable_mean_WDRO_atom_km,19.2284583167445,19.2284583167454,9.59232693276135e-13,4.98860947391096e-14,1.92284583167445e-12,representative invariant,1
9,3,2,0,C_reachable_mean_W1_W2_W3_km,19.1590144076463,19.1590144076468,4.72510919280467e-13,2.46625901117277e-14,1.91590144076463e-12,class mean retained,1
9,3,2,0,W3_failed_line_count_mean,1.01846666666667,1.01846666666667,8.88178419700125e-16,8.72074117660658e-16,1.01846666666667e-13,class mean retained,1
9,3,2,0,W3_closed_road_count_mean,0.32,0.32,1.66533453693773e-16,1.66533453693773e-16,1e-13,class mean retained,1
9,3,2,0,weight_sum,0.999999999999968,0.999999999999995,2.68673971959288e-14,2.68673971959288e-14,1e-13,class weights,1
10,3,3,0,D_mean_kg,39.6671667166716,39.6671667166717,4.9737991503207e-14,1.25388313862867e-15,3.96671667166716e-12,class-weighted mean,1
10,3,3,0,D_q95_kg,273.300057278455,273.300057278455,0,0,2.73300057278455e-11,count-preserving linear order statistic,1
10,3,3,0,D_q99_kg,405.313258598587,405.313258598587,0,0,4.05313258598587e-11,count-preserving linear order statistic,1
10,3,3,0,D_upper_bound_hit_share,0.00213333333333333,0.00213333333333333,4.33680868994202e-19,4.33680868994202e-19,1e-13,class-weighted mean,1
10,3,3,0,A0_pair_share_W1_W2_W3,0.00529781144781145,0.00529781144781145,0,0,1e-13,class mean retained,1
10,3,3,0,A0_share_WDRO_aggregated_atom,0.0103510101010101,0.0103510101010101,1.90819582357449e-17,1.90819582357449e-17,1e-13,representative invariant,1
10,3,3,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
10,3,3,0,scenario_any_A0_WDRO_atom,0.0402666666666667,0.0402666666666665,1.38777878078145e-16,1.38777878078145e-16,1e-13,representative invariant,1
10,3,3,0,C_reachable_mean_WDRO_atom_km,19.1945559400362,19.1945559400372,9.84101689027739e-13,5.12698335977175e-14,1.91945559400362e-12,representative invariant,1
10,3,3,0,C_reachable_mean_W1_W2_W3_km,19.1399002979801,19.1399002979805,4.68958205601666e-13,2.4501601277994e-14,1.91399002979801e-12,class mean retained,1
10,3,3,0,W3_failed_line_count_mean,0.950666666666667,0.950666666666667,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
10,3,3,0,W3_closed_road_count_mean,0.297133333333333,0.297133333333333,1.66533453693773e-16,1.66533453693773e-16,1e-13,class mean retained,1
10,3,3,0,weight_sum,0.999999999999968,0.999999999999995,2.74225087082414e-14,2.74225087082414e-14,1e-13,class weights,1
11,3,4,0,D_mean_kg,35.183481984562,35.1834819845621,6.3948846218409e-14,1.81758150732406e-15,3.5183481984562e-12,class-weighted mean,1
11,3,4,0,D_q95_kg,243.842566074789,243.842566074789,0,0,2.43842566074789e-11,count-preserving linear order statistic,1
11,3,4,0,D_q99_kg,405.313258598587,405.313258598587,0,0,4.05313258598587e-11,count-preserving linear order statistic,1
11,3,4,0,D_upper_bound_hit_share,0.00153333333333333,0.00153333333333333,2.16840434497101e-19,2.16840434497101e-19,1e-13,class-weighted mean,1
11,3,4,0,A0_pair_share_W1_W2_W3,0.00475218855218855,0.00475218855218856,2.60208521396521e-18,2.60208521396521e-18,1e-13,class mean retained,1
11,3,4,0,A0_share_WDRO_aggregated_atom,0.00889141414141415,0.00889141414141414,1.56125112837913e-17,1.56125112837913e-17,1e-13,representative invariant,1
11,3,4,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
11,3,4,0,scenario_any_A0_WDRO_atom,0.0358666666666667,0.0358666666666666,1.11022302462516e-16,1.11022302462516e-16,1e-13,representative invariant,1
11,3,4,0,C_reachable_mean_WDRO_atom_km,19.2078513343052,19.2078513343062,1.00186525742174e-12,5.21591530455263e-14,1.92078513343052e-12,representative invariant,1
11,3,4,0,C_reachable_mean_W1_W2_W3_km,19.1463284264999,19.1463284265003,4.08562073062058e-13,2.13389253522142e-14,1.91463284264999e-12,class mean retained,1
11,3,4,0,W3_failed_line_count_mean,0.891733333333333,0.891733333333334,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
11,3,4,0,W3_closed_road_count_mean,0.271666666666667,0.271666666666666,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
11,3,4,0,weight_sum,0.999999999999968,0.999999999999996,2.75335310107039e-14,2.75335310107039e-14,1e-13,class weights,1
12,3,5,0,D_mean_kg,27.9841802362054,27.9841802362054,2.8421709430404e-14,1.01563487622312e-15,2.79841802362054e-12,class-weighted mean,1
12,3,5,0,D_q95_kg,218.803698551673,218.803698551673,0,0,2.18803698551673e-11,count-preserving linear order statistic,1
12,3,5,0,D_q99_kg,405.313258598587,405.313258598587,0,0,4.05313258598587e-11,count-preserving linear order statistic,1
12,3,5,0,D_upper_bound_hit_share,0.000533333333333333,0.000533333333333333,0,0,1e-13,class-weighted mean,1
12,3,5,0,A0_pair_share_W1_W2_W3,0.00468148148148148,0.00468148148148148,0,0,1e-13,class mean retained,1
12,3,5,0,A0_share_WDRO_aggregated_atom,0.0089878787878788,0.00898787878787879,1.21430643318376e-17,1.21430643318376e-17,1e-13,representative invariant,1
12,3,5,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
12,3,5,0,scenario_any_A0_WDRO_atom,0.0312666666666667,0.0312666666666666,8.32667268468867e-17,8.32667268468867e-17,1e-13,representative invariant,1
12,3,5,0,C_reachable_mean_WDRO_atom_km,19.1625558845569,19.1625558845579,1.03028696685215e-12,5.37656340343647e-14,1.91625558845569e-12,representative invariant,1
12,3,5,0,C_reachable_mean_W1_W2_W3_km,19.1171418487578,19.1171418487582,3.62376795237651e-13,1.89555948323518e-14,1.91171418487578e-12,class mean retained,1
12,3,5,0,W3_failed_line_count_mean,0.753,0.753,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
12,3,5,0,W3_closed_road_count_mean,0.238333333333333,0.238333333333333,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
12,3,5,0,weight_sum,0.999999999999968,0.999999999999996,2.8199664825479e-14,2.8199664825479e-14,1e-13,class weights,1
13,3,6,0,D_mean_kg,19.6142159670512,19.6142159670512,2.48689957516035e-14,1.26790669549981e-15,1.96142159670512e-12,class-weighted mean,1
13,3,6,0,D_q95_kg,138.327469110547,138.327469110547,0,0,1.38327469110547e-11,count-preserving linear order statistic,1
13,3,6,0,D_q99_kg,384.043858931348,384.043858931348,0,0,3.84043858931348e-11,count-preserving linear order statistic,1
